obdobi	kod	cena
03/2001	6924	4
04/2001	6924	1
07/2001	6924	2
09/2001	6921	24
12/2001	6921	3
02/2002	6921	140
05/2002	6924	300
08/2002	6924	148
10/2002	6924	244
12/2002	6921	3
02/2003	6921	2
04/2003	6921	6
07/2003	6921	7
08/2003	6921	141
11/2003	6924	53
12/2003	6921	1
04/2004	6924	605
09/2004	6924	188
10/2004	6921	11
10/2004	6924	1
03/2005	6921	8
07/2005	6924	794
09/2005	6921	2
10/2005	6921	363
08/2006	6924	828
11/2006	6924	1
12/2006	6924	80
05/2007	6924	818
12/2007	6924	1
01/2008	6924	1
02/2008	6924	77
03/2008	6921	18
04/2008	6924	152
05/2008	6924	201
06/2008	6924	119
07/2008	6924	69
08/2008	6921	4
09/2008	6924	121
10/2008	6924	629
11/2008	6924	70
12/2008	6924	131
01/2009	6924	20
02/2009	6924	23
04/2009	6924	0
06/2009	6921	29
06/2009	6924	544
07/2009	6921	12
07/2009	6924	174
01/2010	6924	175
02/2010	6924	23
05/2010	6924	3
08/2010	6924	5
09/2010	6921	420
09/2010	6924	2
11/2010	6924	19
12/2010	6924	18
01/2011	6924	12
02/2011	6924	134
04/2011	6924	80
07/2011	6921	266
07/2011	6924	7
09/2011	6921	370
10/2011	6924	4
12/2011	6924	140
03/2012	6921	186
03/2012	6924	169
04/2012	6924	5
05/2012	6921	484
06/2012	6924	12
07/2012	6924	334
08/2012	6924	0
10/2012	6924	43
11/2012	6924	13
02/2013	6924	106
03/2013	6924	2
04/2013	6924	83
07/2013	6924	14
08/2013	6924	50
09/2013	6924	470
10/2013	6921	859
10/2013	6924	47
11/2013	6924	18
12/2013	6924	139
02/2014	6924	141
03/2014	6924	133
04/2014	6924	118
05/2014	6924	2
06/2014	6921	0
06/2014	6924	3
07/2014	6924	146
08/2014	6924	24
