obdobi	kod	cena
10/2000	3345	7
01/2001	3345	23
04/2002	3345	256
08/2002	3345	73
01/2003	3345	14
10/2003	3345	2
02/2004	3345	153
08/2004	3342	15
12/2004	3342	256
02/2005	3342	1118
03/2005	3342	692
04/2005	3342	1850
05/2005	3342	4363
06/2005	3342	4945
07/2005	3342	1010
09/2005	3342	1374
10/2005	3342	1853
11/2005	3342	1015
12/2005	3342	415
01/2006	3342	754
02/2006	3342	588
03/2006	3342	630
04/2006	3342	762
05/2006	3342	924
05/2006	3345	10
06/2006	3342	953
07/2006	3342	1086
08/2006	3342	1402
09/2006	3342	1576
10/2006	3342	1152
11/2006	3342	1308
12/2006	3342	1014
01/2007	3346	2204
03/2007	3346	320
04/2007	3346	1316
05/2007	3346	1137
06/2007	3346	1380
07/2007	3346	1259
08/2007	3346	1498
09/2007	3346	1667
10/2007	3346	1336
11/2007	3346	1376
12/2007	3346	1640
01/2008	3346	969
06/2008	3346	27
08/2008	3346	6
11/2008	3346	25
12/2008	3346	11
02/2009	3346	768
03/2009	3346	518
04/2009	3346	879
05/2009	3346	788
06/2009	3346	1770
07/2009	3346	531
08/2009	3346	742
09/2009	3346	1579
10/2009	3346	1639
11/2009	3346	2106
12/2009	3346	1658
01/2010	3346	1591
02/2010	3346	1626
03/2010	3346	1602
04/2010	3346	1876
05/2010	3346	4124
06/2010	3346	3585
07/2010	3346	3693
08/2010	3346	3504
09/2010	3346	4047
10/2010	3346	18033
11/2010	3346	20367
12/2010	3346	18088
01/2011	3346	19235
02/2011	3346	25574
03/2011	3346	20100
04/2011	3346	24927
05/2011	3346	25665
06/2011	3346	24522
07/2011	3346	28581
08/2011	3346	26321
09/2011	3346	25171
10/2011	3346	27021
11/2011	3346	30920
12/2011	3346	31550
01/2012	3346	28817
02/2012	3346	22965
03/2012	3346	17685
04/2012	3346	25908
05/2012	3346	629
06/2012	3346	45
07/2012	3346	670
08/2012	3346	263
09/2012	3346	32
10/2012	3346	15
11/2012	3346	75
01/2013	3346	9
02/2013	3346	122
03/2013	3346	215
04/2013	3346	344
05/2013	3346	291
06/2013	3346	334
07/2013	3346	287
08/2013	3346	243
09/2013	3346	200
10/2013	3346	95
11/2013	3346	1116
12/2013	3346	426
01/2014	3346	641
02/2014	3346	1344
03/2014	3346	398
04/2014	3346	1735
05/2014	3346	1106
06/2014	3346	1112
07/2014	3346	1150
08/2014	3346	881
