obdobi	kod	cena
02/2006	52349	120
03/2008	52342	323
04/2008	52342	397
05/2008	52342	150
05/2008	52349	41
06/2008	52342	647
07/2008	52342	2
08/2008	52349	19
09/2008	52342	1
11/2008	52342	465
11/2008	52349	30
01/2009	52342	1
03/2009	52349	219
05/2009	52349	81
06/2009	52349	49
07/2009	52349	51
08/2009	52349	46
10/2009	52342	460
10/2009	52349	50
11/2009	52342	1
11/2009	52349	58
12/2009	52342	216
12/2009	52349	66
01/2010	52342	1
03/2010	52349	53
04/2010	52349	150
05/2010	52342	386
05/2010	52349	89
06/2010	52342	393
06/2010	52349	131
07/2010	52342	705
09/2010	52345	0
11/2010	52342	746
01/2011	52349	107
03/2011	52349	66
04/2011	52349	250
05/2011	52349	157
07/2011	52349	159
12/2011	52349	133
02/2012	52349	299
03/2012	52349	362
04/2012	52349	310
05/2012	52342	114
06/2012	52349	982
07/2012	52349	153
08/2012	52349	432
09/2012	52342	192
09/2012	52349	257
11/2012	52349	124
12/2012	52349	273
01/2013	52349	NaN
03/2013	52342	579
04/2013	52342	714
04/2013	52349	NaN
05/2013	52345	NaN
07/2013	52342	1
07/2013	52349	NaN
09/2013	52349	NaN
10/2013	52342	694
10/2013	52349	NaN
11/2013	52349	NaN
01/2014	52342	381
01/2014	52349	NaN
02/2014	52344	0
02/2014	52349	NaN
03/2014	52349	NaN
04/2014	52342	497
04/2014	52349	NaN
05/2014	52342	375
05/2014	52344	4
06/2014	52342	690
06/2014	52349	NaN
07/2014	52342	1
08/2014	52349	NaN
