obdobi	kod	cena
09/2001	29295	7
10/2001	29295	19
11/2001	29295	14
03/2002	29295	3
04/2002	29295	24
05/2002	29295	2594
06/2002	29295	2524
05/2003	29295	1734
01/2004	29295	2226
02/2004	29295	9681
03/2004	29295	3519
04/2004	29295	2033
06/2004	29295	5983
04/2005	29294	284
05/2005	29295	3918
07/2005	29294	34
08/2005	29295	202
07/2006	29294	112
08/2006	29294	94
09/2007	29294	132
12/2008	29294	763
01/2009	29294	73
03/2009	29295	5035
04/2009	29295	4009
06/2009	29295	3781
07/2009	29294	10
08/2009	29294	291
10/2009	29295	6672
12/2009	29295	3719
01/2010	29295	8091
02/2010	29295	8016
03/2010	29295	4133
05/2010	29294	103
06/2010	29295	4593
07/2010	29295	9441
12/2010	29295	9454
01/2011	29295	5345
02/2011	29295	4979
03/2011	29295	10966
04/2011	29294	385
04/2011	29295	5174
05/2011	29295	4804
06/2011	29295	2089
07/2011	29295	5100
08/2011	29295	323
09/2011	29295	11116
10/2011	29295	568
11/2011	29295	5484
12/2011	29294	222
12/2011	29295	5725
01/2012	29295	5835
02/2012	29294	143
02/2012	29295	6674
03/2012	29295	6314
04/2012	29294	45
04/2012	29295	6803
05/2012	29294	45
05/2012	29295	1177
06/2012	29295	7374
07/2012	29294	569
07/2012	29295	2484
09/2012	29295	1126
10/2012	29295	255
11/2012	29295	1088
12/2012	29295	876
01/2013	29294	165
01/2013	29295	2354
02/2013	29295	7685
03/2013	29294	192
03/2013	29295	5889
04/2013	29295	2487
05/2013	29295	1871
06/2013	29295	1953
07/2013	29295	4932
08/2013	29295	1690
09/2013	29295	7695
10/2013	29295	10651
11/2013	29295	2577
12/2013	29295	9680
01/2014	29295	8201
02/2014	29295	7589
03/2014	29295	9257
04/2014	29295	14001
05/2014	29295	7047
06/2014	29295	5428
07/2014	29295	1910
08/2014	29295	3464
