obdobi	kod	cena
01/1999	87431	1
04/1999	87435	59
04/1999	87439	1
05/1999	87435	10
11/1999	87435	13
12/1999	87435	17
04/2000	87431	17
07/2000	87431	633
09/2000	87435	6
11/2000	87431	66
11/2000	87435	12
01/2001	87437	41
03/2001	87435	20
04/2001	87435	394
06/2001	87435	3
07/2001	87431	100
07/2001	87435	88
08/2001	87431	4
08/2001	87435	23
11/2001	87435	175
12/2001	87435	201
01/2002	87431	30
03/2002	87437	1
08/2002	87431	2
09/2002	87435	53
10/2002	87431	15
10/2002	87435	11
10/2002	87439	185
12/2002	87437	2
01/2003	87431	99
03/2003	87437	3
04/2003	87439	11
05/2003	87435	2
07/2003	87431	37
08/2003	87439	854
09/2003	87439	683
10/2003	87437	3
10/2003	87439	433
12/2003	87437	3
01/2004	87431	8816
01/2004	87435	983
02/2004	87431	3990
02/2004	87435	443
03/2004	87435	11
04/2004	87439	1475
05/2004	87431	1389
05/2004	87435	378
06/2004	87431	13977
06/2004	87435	934
07/2004	87431	1573
07/2004	87435	50
07/2004	87439	6
08/2004	87431	2679
09/2004	87431	5500
09/2004	87439	277
10/2004	87431	771
10/2004	87439	2166
11/2004	87431	4835
11/2004	87435	3
12/2004	87431	136
01/2005	87431	531
01/2005	87435	19
02/2005	87431	854
03/2005	87431	521
03/2005	87435	225
03/2005	87437	33
03/2005	87439	4
04/2005	87431	524
04/2005	87437	109
05/2005	87431	1258
05/2005	87435	5
06/2005	87431	1127
06/2005	87435	27
06/2005	87439	121
07/2005	87431	1100
07/2005	87439	379
08/2005	87431	824
08/2005	87437	102
08/2005	87439	160
09/2005	87431	3165
10/2005	87431	901
11/2005	87431	947
12/2005	87431	2298
12/2005	87435	79
01/2006	87431	2606
01/2006	87435	83
01/2006	87439	196
02/2006	87431	1774
02/2006	87439	228
03/2006	87431	4998
03/2006	87435	6
04/2006	87431	1528
04/2006	87439	27
05/2006	87431	1364
05/2006	87435	15
05/2006	87439	32
06/2006	87431	1371
06/2006	87435	16
07/2006	87431	3895
08/2006	87431	5562
08/2006	87435	220
09/2006	87431	5047
09/2006	87435	70
10/2006	87431	5794
10/2006	87435	47
11/2006	87431	6627
11/2006	87439	1
12/2006	87431	8228
12/2006	87439	105
01/2007	87431	9866
01/2007	87435	45
01/2007	87439	4
02/2007	87431	5369
02/2007	87435	46
03/2007	87431	7692
03/2007	87435	27
04/2007	87431	7458
05/2007	87431	9201
05/2007	87435	455
05/2007	87437	70
05/2007	87439	452
06/2007	87431	8577
06/2007	87435	21
07/2007	87431	14676
07/2007	87435	46
07/2007	87439	220
08/2007	87431	3400
08/2007	87435	27
08/2007	87437	88
09/2007	87431	3462
09/2007	87435	38
09/2007	87439	50
10/2007	87431	4140
10/2007	87435	1811
10/2007	87439	1176
11/2007	87431	4965
11/2007	87435	7117
11/2007	87437	23
11/2007	87439	72
12/2007	87431	3710
12/2007	87435	5655
12/2007	87439	428
01/2008	87431	3281
01/2008	87435	5414
01/2008	87439	69
02/2008	87431	4849
02/2008	87435	6166
02/2008	87439	1387
03/2008	87431	3501
03/2008	87435	6418
03/2008	87439	1010
04/2008	87431	2952
04/2008	87435	5556
04/2008	87439	477
05/2008	87431	1572
05/2008	87435	6192
05/2008	87439	19
06/2008	87431	1325
06/2008	87435	7086
06/2008	87439	964
07/2008	87431	902
07/2008	87435	6346
07/2008	87439	57
08/2008	87431	2020
08/2008	87435	5527
08/2008	87439	312
09/2008	87431	928
09/2008	87435	7170
09/2008	87439	291
10/2008	87431	937
10/2008	87435	3522
10/2008	87439	164
11/2008	87431	1334
11/2008	87435	2310
11/2008	87439	2431
12/2008	87431	1294
12/2008	87435	3863
12/2008	87437	472
12/2008	87439	2657
01/2009	87431	1119
01/2009	87435	7643
01/2009	87437	145
01/2009	87439	59
02/2009	87431	2739
02/2009	87435	5522
02/2009	87439	1844
03/2009	87431	2665
03/2009	87435	4133
03/2009	87439	298
04/2009	87431	2486
04/2009	87435	4670
04/2009	87437	646
04/2009	87439	1614
05/2009	87431	2102
05/2009	87435	4399
05/2009	87437	3487
05/2009	87439	1587
06/2009	87431	2023
06/2009	87435	6165
06/2009	87437	726
06/2009	87439	3025
07/2009	87431	5170
07/2009	87435	5585
07/2009	87437	96
07/2009	87439	1613
08/2009	87431	3386
08/2009	87435	5931
08/2009	87439	1263
09/2009	87431	4215
09/2009	87435	4591
09/2009	87439	121
10/2009	87431	5151
10/2009	87435	6572
10/2009	87439	439
11/2009	87431	6540
11/2009	87435	4285
11/2009	87437	190
11/2009	87439	57
12/2009	87431	5435
12/2009	87435	1525
12/2009	87437	1
12/2009	87439	325
01/2010	87431	5867
01/2010	87435	1018
01/2010	87439	160
02/2010	87431	5429
02/2010	87435	3077
02/2010	87439	1211
03/2010	87431	6880
03/2010	87435	978
03/2010	87437	202
