obdobi	kod	cena
05/2000	5791	336
05/2000	5799	679
06/2000	5791	725
06/2000	5799	1298
07/2000	5791	876
07/2000	5799	807
08/2000	5791	421
08/2000	5799	701
09/2000	5791	1982
11/2000	5791	194
12/2000	5791	457
01/2001	5791	1460
02/2001	5791	1789
02/2001	5799	113
03/2001	5791	2001
03/2001	5799	1039
04/2001	5791	568
05/2001	5791	368
05/2001	5799	50
06/2001	5791	1821
06/2001	5799	62
07/2001	5791	1426
07/2001	5799	206
08/2001	5791	256
08/2001	5799	61
09/2001	5799	71
10/2001	5799	76
11/2001	5799	54
12/2001	5799	98
01/2002	5791	533
01/2002	5793	272
01/2002	5799	58
02/2002	5791	498
02/2002	5799	79
03/2002	5791	740
04/2002	5791	1975
04/2002	5799	416
05/2002	5791	1015
05/2002	5799	597
06/2002	5791	2814
07/2002	5791	3290
07/2002	5799	250
08/2002	5791	1426
08/2002	5799	211
09/2002	5791	2419
09/2002	5799	234
10/2002	5791	3420
10/2002	5799	235
11/2002	5791	3127
11/2002	5799	117
12/2002	5791	2027
12/2002	5799	323
01/2003	5791	1357
01/2003	5799	84
02/2003	5791	339
02/2003	5799	102
03/2003	5791	3738
03/2003	5799	86
04/2003	5791	3324
04/2003	5793	148
04/2003	5799	332
05/2003	5791	4948
05/2003	5799	412
06/2003	5791	5165
06/2003	5799	324
07/2003	5791	6012
07/2003	5799	716
08/2003	5791	5500
08/2003	5799	738
09/2003	5791	5235
09/2003	5799	816
10/2003	5791	3302
10/2003	5799	727
11/2003	5791	3948
11/2003	5799	665
12/2003	5791	3351
12/2003	5799	102
01/2004	5791	2259
01/2004	5799	717
02/2004	5791	3917
02/2004	5799	614
03/2004	5791	3240
03/2004	5799	783
04/2004	5791	4186
04/2004	5799	327
05/2004	5791	5579
05/2004	5799	380
06/2004	5791	5759
06/2004	5799	874
07/2004	5791	4697
07/2004	5799	184
08/2004	5791	4135
08/2004	5799	1159
09/2004	5791	9990
09/2004	5799	1328
10/2004	5791	6845
10/2004	5793	128
10/2004	5799	1740
11/2004	5791	7680
11/2004	5793	247
11/2004	5799	1680
12/2004	5791	5736
12/2004	5793	109
12/2004	5799	1711
01/2005	5791	1960
02/2005	5791	2949
02/2005	5799	322
03/2005	5791	4565
03/2005	5793	242
03/2005	5799	2058
04/2005	5791	3751
04/2005	5793	71
04/2005	5799	1496
05/2005	5791	6210
05/2005	5793	198
05/2005	5799	1773
06/2005	5791	4432
06/2005	5793	118
06/2005	5799	2770
07/2005	5791	10697
07/2005	5799	2600
08/2005	5791	9264
08/2005	5793	156
08/2005	5799	1623
09/2005	5791	8760
09/2005	5793	189
09/2005	5799	2639
10/2005	5791	9185
10/2005	5793	303
10/2005	5799	3186
11/2005	5791	5247
11/2005	5793	62
11/2005	5799	2665
12/2005	5791	6302
12/2005	5793	65
12/2005	5799	3607
01/2006	5791	5130
01/2006	5799	2884
02/2006	5791	3502
02/2006	5799	1818
03/2006	5791	4068
03/2006	5799	3808
04/2006	5791	3661
04/2006	5799	2076
05/2006	5791	1661
05/2006	5793	114
05/2006	5799	1647
06/2006	5791	1833
06/2006	5799	1774
07/2006	5791	2253
07/2006	5799	2559
08/2006	5791	2609
08/2006	5793	20
08/2006	5799	3179
09/2006	5791	3199
09/2006	5799	975
10/2006	5791	4236
10/2006	5799	2311
11/2006	5791	4677
11/2006	5793	57
11/2006	5799	3047
12/2006	5791	3505
12/2006	5799	2050
01/2007	5791	4288
01/2007	5799	1408
02/2007	5791	4247
02/2007	5793	191
02/2007	5799	2132
03/2007	5791	6667
03/2007	5799	3554
04/2007	5791	3646
04/2007	5799	4653
05/2007	5791	4970
05/2007	5799	4574
06/2007	5791	4701
06/2007	5799	3712
07/2007	5791	3088
07/2007	5793	193
07/2007	5799	2951
08/2007	5791	5208
08/2007	5793	124
08/2007	5799	1934
09/2007	5791	5931
09/2007	5792	130
09/2007	5793	551
09/2007	5799	1467
10/2007	5791	4210
10/2007	5792	72
10/2007	5793	78
10/2007	5799	1119
11/2007	5799	2692
11/2007	5791	6600
11/2007	5793	146
12/2007	5791	1531
12/2007	5792	320
12/2007	5793	144
12/2007	5799	2736
01/2008	5791	5319
01/2008	5792	220
01/2008	5793	142
01/2008	5799	4000
02/2008	5791	3568
02/2008	5799	3817
03/2008	5791	3351
03/2008	5793	358
03/2008	5799	1306
04/2008	5791	4260
04/2008	5792	491
04/2008	5793	323
04/2008	5799	1519
05/2008	5791	3343
05/2008	5793	9
05/2008	5799	6988
06/2008	5791	3838
06/2008	5793	390
06/2008	5799	4231
07/2008	5791	2894
07/2008	5792	168
07/2008	5793	369
07/2008	5799	5560
08/2008	5791	2822
08/2008	5792	120
08/2008	5793	277
08/2008	5799	1770
09/2008	5791	3712
09/2008	5792	123
09/2008	5793	178
09/2008	5799	3375
10/2008	5791	961
10/2008	5793	243
10/2008	5799	4226
11/2008	5791	306
11/2008	5793	50
11/2008	5799	1388
12/2008	5791	1282
12/2008	5793	87
12/2008	5799	2012
01/2009	5791	3596
01/2009	5793	130
01/2009	5799	2054
02/2009	5791	1930
02/2009	5793	176
02/2009	5799	4425
03/2009	5791	6105
03/2009	5793	99
03/2009	5799	6788
04/2009	5791	5545
04/2009	5792	69
04/2009	5793	98
04/2009	5799	5614
05/2009	5791	3237
05/2009	5792	73
05/2009	5793	54
05/2009	5799	4689
06/2009	5791	2169
06/2009	5792	454
06/2009	5793	99
06/2009	5799	5896
07/2009	5791	3398
07/2009	5792	654
07/2009	5793	120
07/2009	5799	14196
08/2009	5791	4860
08/2009	5792	406
08/2009	5793	140
08/2009	5799	10557
09/2009	5791	5936
09/2009	5792	410
09/2009	5793	125
09/2009	5799	18845
10/2009	5791	3469
10/2009	5792	76
10/2009	5793	79
10/2009	5799	10179
11/2009	5791	6941
11/2009	5792	159
11/2009	5793	242
11/2009	5799	11364
12/2009	5791	5880
12/2009	5792	680
12/2009	5793	233
12/2009	5799	13092
01/2010	5791	4381
01/2010	5792	555
01/2010	5793	101
01/2010	5799	13962
02/2010	5791	5587
02/2010	5792	754
02/2010	5793	100
02/2010	5799	12970
03/2010	5791	9288
03/2010	5792	804
03/2010	5793	125
03/2010	5799	16562
04/2010	5791	7581
04/2010	5792	260
04/2010	5793	396
04/2010	5799	17233
05/2010	5791	5772
05/2010	5792	58
05/2010	5793	354
05/2010	5799	15242
06/2010	5791	7701
06/2010	5792	306
06/2010	5793	803
06/2010	5799	13418
07/2010	5791	9557
07/2010	5792	141
07/2010	5793	378
07/2010	5799	13826
08/2010	5791	6907
08/2010	5792	371
08/2010	5793	45
08/2010	5799	12592
09/2010	5791	6033
09/2010	5793	109
09/2010	5799	14461
10/2010	5791	6665
10/2010	5793	293
10/2010	5799	15004
11/2010	5791	4542
11/2010	5792	261
11/2010	5793	100
11/2010	5799	16617
12/2010	5791	6294
12/2010	5792	139
12/2010	5793	119
12/2010	5799	8647
01/2011	5791	3096
01/2011	5793	86
01/2011	5799	10055
02/2011	5791	4012
02/2011	5793	84
02/2011	5799	9844
03/2011	5791	4096
03/2011	5793	190
03/2011	5799	11765
04/2011	5791	2812
04/2011	5793	85
04/2011	5799	15581
05/2011	5791	6308
05/2011	5793	254
05/2011	5799	8666
06/2011	5791	5053
06/2011	5792	208
06/2011	5793	234
06/2011	5799	12110
07/2011	5791	2360
07/2011	5793	110
07/2011	5799	14105
08/2011	5791	4427
08/2011	5793	102
08/2011	5799	14143
09/2011	5791	4249
09/2011	5792	36
09/2011	5793	151
09/2011	5799	15680
10/2011	5791	5324
10/2011	5792	20
10/2011	5793	323
10/2011	5799	16734
11/2011	5791	4236
11/2011	5792	417
11/2011	5793	150
11/2011	5799	10093
12/2011	5791	3317
12/2011	5792	105
12/2011	5793	8
12/2011	5799	11481
01/2012	5791	2946
01/2012	5793	275
01/2012	5799	14607
02/2012	5791	1659
02/2012	5793	195
02/2012	5799	13505
03/2012	5791	3408
03/2012	5793	224
03/2012	5799	13723
04/2012	5791	4630
04/2012	5793	380
04/2012	5799	19708
05/2012	5791	3581
05/2012	5793	445
05/2012	5799	14091
06/2012	5791	1574
06/2012	5793	51
06/2012	5799	15181
07/2012	5791	1130
07/2012	5793	52
07/2012	5799	16735
08/2012	5791	2052
08/2012	5793	61
08/2012	5799	14844
09/2012	5791	2941
09/2012	5793	8
09/2012	5799	16178
10/2012	5791	2722
10/2012	5793	52
10/2012	5799	15311
11/2012	5791	2304
11/2012	5793	100
11/2012	5799	20508
12/2012	5791	2113
12/2012	5793	91
12/2012	5799	17289
01/2013	5791	1170
01/2013	5793	48
01/2013	5799	13200
02/2013	5791	4078
02/2013	5793	103
02/2013	5799	11734
03/2013	5791	2049
03/2013	5793	8
03/2013	5799	15300
04/2013	5791	1142
04/2013	5793	59
04/2013	5799	12802
05/2013	5791	1336
05/2013	5793	53
05/2013	5799	16456
06/2013	5791	854
06/2013	5799	10516
07/2013	5791	2513
07/2013	5793	42
07/2013	5799	13799
08/2013	5791	1414
08/2013	5799	12237
09/2013	5791	1229
09/2013	5793	42
09/2013	5799	8648
10/2013	5791	2511
10/2013	5799	11883
11/2013	5791	2339
11/2013	5793	43
11/2013	5799	11357
12/2013	5791	1657
12/2013	5799	11885
01/2014	5791	1829
01/2014	5793	44
01/2014	5799	8363
02/2014	5791	813
02/2014	5792	318
02/2014	5793	137
02/2014	5799	11630
03/2014	5791	1192
03/2014	5793	44
03/2014	5799	11993
04/2014	5791	2886
04/2014	5799	10204
05/2014	5791	1549
05/2014	5799	9379
06/2014	5791	2155
06/2014	5799	9105
07/2014	5791	1218
07/2014	5799	7576
08/2014	5791	1359
08/2014	5799	7586
