obdobi	kod	cena
04/2001	6768	9
04/2002	6762	19
10/2002	6768	9
06/2003	6762	6
09/2003	6768	44
03/2004	6764	48
03/2004	6768	6
06/2004	6768	14
07/2004	6768	30
10/2004	6762	551
09/2005	6763	105
11/2005	6763	46
01/2006	6763	366
02/2006	6763	2
03/2006	6763	7
05/2006	6763	14
06/2006	6763	10
07/2006	6763	40
08/2006	6763	96
08/2006	6764	34
09/2006	6763	128
10/2006	6762	1
10/2006	6763	11
11/2006	6763	51
12/2006	6762	1
12/2006	6763	26
01/2007	6762	1
01/2007	6763	115
02/2007	6761	164
02/2007	6763	3
03/2007	6762	1
03/2007	6763	260
04/2007	6762	1
04/2007	6763	40
05/2007	6762	1
05/2007	6763	20
06/2007	6763	48
07/2007	6763	38
08/2007	6762	801
08/2007	6763	8
08/2007	6764	482
09/2007	6762	349
09/2007	6763	24
09/2007	6768	624
10/2007	6762	408
10/2007	6763	35
10/2007	6764	1
10/2007	6768	371
11/2007	6763	61
11/2007	6768	13
12/2007	6763	7
01/2008	6763	435
02/2008	6762	1
02/2008	6763	17
03/2008	6763	11
04/2008	6761	696
04/2008	6762	1
05/2008	6763	1
05/2008	6768	6
07/2008	6763	7
08/2008	6763	36
08/2008	6768	1
09/2008	6762	1
09/2008	6763	13
10/2008	6762	1
10/2008	6763	20
10/2008	6764	5
10/2008	6768	562
11/2008	6762	1
11/2008	6763	76
12/2008	6762	21
12/2008	6763	43
12/2008	6768	4
01/2009	6763	14
01/2009	6768	25
02/2009	6762	1
02/2009	6763	66
03/2009	6762	2
03/2009	6763	26
04/2009	6762	3
04/2009	6763	47
04/2009	6768	7
05/2009	6763	67
06/2009	6762	971
06/2009	6763	76
06/2009	6768	19
07/2009	6762	185
07/2009	6763	77
07/2009	6768	1
08/2009	6763	77
08/2009	6764	5
09/2009	6763	164
10/2009	6763	13
12/2009	6762	2
12/2009	6763	175
01/2010	6763	58
01/2010	6764	8
02/2010	6762	25
02/2010	6763	108
03/2010	6762	1
03/2010	6763	54
04/2010	6763	351
04/2010	6768	2
05/2010	6762	68
05/2010	6763	47
06/2010	6762	28
06/2010	6763	154
06/2010	6764	0
06/2010	6768	8
07/2010	6762	117
07/2010	6763	225
07/2010	6768	11
08/2010	6762	61
08/2010	6763	224
09/2010	6762	386
09/2010	6763	486
09/2010	6764	15
10/2010	6762	903
10/2010	6763	738
11/2010	6762	865
11/2010	6763	553
11/2010	6764	16
12/2010	6762	16
12/2010	6763	27
12/2010	6764	53
01/2011	6763	21
02/2011	6762	415
02/2011	6763	391
03/2011	6763	56
04/2011	6762	957
04/2011	6763	95
04/2011	6764	24
05/2011	6762	465
05/2011	6763	899
05/2011	6764	23
06/2011	6762	1
06/2011	6763	210
07/2011	6762	921
07/2011	6763	89
08/2011	6763	48
09/2011	6762	1
09/2011	6763	44
10/2011	6762	686
10/2011	6763	126
10/2011	6764	6
11/2011	6763	113
12/2011	6763	552
01/2012	6763	148
01/2012	6764	604
02/2012	6763	38
03/2012	6762	3
03/2012	6763	144
03/2012	6768	4
04/2012	6762	925
04/2012	6763	55
04/2012	6764	0
05/2012	6763	289
06/2012	6763	38
07/2012	6763	324
08/2012	6761	344
08/2012	6762	8
08/2012	6763	30
09/2012	6762	1
09/2012	6763	221
09/2012	6768	111
10/2012	6762	165
10/2012	6763	274
10/2012	6764	40
11/2012	6762	219
11/2012	6763	135
11/2012	6764	1
12/2012	6763	17
01/2013	6762	1
01/2013	6763	341
01/2013	6768	305
02/2013	6762	1
02/2013	6763	226
03/2013	6762	832
03/2013	6763	195
04/2013	6763	236
05/2013	6762	344
05/2013	6763	117
06/2013	6762	34
06/2013	6763	437
06/2013	6764	10
07/2013	6762	17
07/2013	6763	33
07/2013	6764	1
07/2013	6768	6
08/2013	6762	89
08/2013	6763	1108
09/2013	6762	508
09/2013	6763	282
09/2013	6764	2
09/2013	6768	0
10/2013	6762	2
10/2013	6763	28
10/2013	6764	0
11/2013	6762	825
11/2013	6763	84
12/2013	6762	593
12/2013	6763	161
12/2013	6764	6
01/2014	6762	540
01/2014	6763	102
02/2014	6763	417
02/2014	6764	0
02/2014	6768	224
03/2014	6761	122
03/2014	6762	281
03/2014	6763	355
03/2014	6764	2
04/2014	6763	369
04/2014	6764	4
05/2014	6762	40
05/2014	6763	812
05/2014	6764	19
06/2014	6761	428
06/2014	6763	686
07/2014	6761	131
07/2014	6763	330
08/2014	6761	1
08/2014	6763	66
08/2014	6764	8
