obdobi	kod	cena
04/2000	5742	780
01/2003	5742	35
11/2003	5742	1
12/2003	5742	188
07/2004	5742	9
01/2005	5742	25
05/2005	5742	1996
01/2006	5742	9
08/2006	5742	79
02/2007	5742	1
07/2007	5742	13
08/2007	5742	26
01/2008	5742	26
03/2008	5742	26
01/2010	5742	9
03/2010	5742	176
09/2010	5742	64
10/2010	5742	48
01/2011	5742	65
07/2011	5742	295
08/2011	5742	134
09/2011	5742	201
10/2011	5742	121
11/2011	5742	305
01/2012	5742	40
02/2012	5742	181
03/2012	5742	14
04/2012	5742	19
05/2012	5742	425
06/2012	5742	359
07/2012	5742	125
08/2012	5742	931
09/2012	5742	85
10/2012	5742	20
11/2012	5742	44
12/2012	5742	126
02/2013	5742	584
03/2013	5742	755
04/2013	5742	68
05/2013	5742	109
06/2013	5742	601
07/2013	5742	53
08/2013	5742	476
09/2013	5742	383
10/2013	5742	468
11/2013	5742	47
12/2013	5742	11
01/2014	5742	343
02/2014	5742	16
03/2014	5742	329
04/2014	5742	344
