obdobi	kod	cena
11/1999	72472	177
10/2004	72471	1082
03/2006	72471	41
06/2006	72471	300
06/2006	72474	14
07/2006	72471	79
08/2006	72474	66
11/2006	72471	404
12/2006	72471	463
01/2007	72471	560
01/2007	72473	120
02/2007	72471	100
02/2007	72473	68
03/2007	72471	3401
04/2007	72471	160
05/2007	72471	286
06/2007	72471	433
10/2007	72471	2969
10/2007	72474	362
11/2007	72473	18
11/2007	72474	43
12/2007	72471	589
12/2007	72473	131
03/2008	72474	143
04/2008	72471	667
04/2008	72473	136
04/2008	72474	3577
06/2008	72471	93
08/2008	72471	104
08/2008	72473	42
09/2008	72471	273
10/2008	72471	1055
10/2008	72473	314
11/2008	72474	6597
12/2008	72474	9778
06/2009	72474	506
07/2009	72471	387
07/2009	72473	137
07/2009	72474	27
09/2009	72474	4862
10/2009	72471	188
10/2009	72473	96
12/2009	72471	743
12/2009	72473	969
12/2009	72474	1130
01/2010	72471	4080
03/2010	72471	146
03/2010	72473	174
03/2010	72474	60
05/2010	72471	351
05/2010	72473	214
05/2010	72474	61
08/2010	72471	153
09/2010	72473	1788
10/2010	72471	145
10/2010	72473	941
12/2010	72474	7564
02/2011	72473	103
03/2011	72471	697
03/2011	72473	52
05/2011	72471	1163
05/2011	72473	719
06/2011	72471	138
06/2011	72473	69
07/2011	72471	1200
07/2011	72473	51
07/2011	72474	156
09/2011	72471	939
09/2011	72473	48
10/2011	72471	676
10/2011	72473	415
10/2011	72474	152
11/2011	72471	932
11/2011	72473	198
11/2011	72474	23741
12/2011	72471	2218
01/2012	72474	4053
02/2012	72471	1382
02/2012	72473	106
02/2012	72474	67
03/2012	72471	630
03/2012	72474	266
04/2012	72471	2469
04/2012	72473	48
05/2012	72471	1624
05/2012	72473	55
05/2012	72474	16200
06/2012	72471	5903
06/2012	72473	908
07/2012	72471	1987
08/2012	72471	1194
08/2012	72473	163
09/2012	72471	7239
10/2012	72471	984
11/2012	72471	2296
12/2012	72471	792
12/2012	72473	337
12/2012	72474	118
01/2013	72471	1351
03/2013	72471	906
04/2013	72471	982
04/2013	72473	73
05/2013	72471	3050
05/2013	72473	232
05/2013	72474	86
06/2013	72471	1690
06/2013	72473	540
06/2013	72474	65308
07/2013	72471	1372
07/2013	72473	103
07/2013	72474	47
08/2013	72471	1825
08/2013	72473	236
08/2013	72474	229
09/2013	72471	6678
09/2013	72473	175
09/2013	72474	11744
10/2013	72471	1047
10/2013	72473	223
11/2013	72471	1754
11/2013	72473	172
12/2013	72471	1157
01/2014	72471	3340
01/2014	72473	823
02/2014	72471	1568
02/2014	72473	296
02/2014	72474	71
03/2014	72471	2205
03/2014	72473	283
03/2014	72474	13605
04/2014	72471	3111
04/2014	72473	628
05/2014	72471	1348
06/2014	72471	1351
06/2014	72473	487
06/2014	72474	373
07/2014	72471	2157
07/2014	72473	538
08/2014	72471	1671
08/2014	72473	143
