obdobi	kod	cena
01/2000	65233	80
03/2000	65233	2
07/2000	65233	673
12/2000	65233	1
08/2002	65233	12
11/2002	65233	21
12/2002	65233	19
03/2003	65233	122
04/2003	65233	104
05/2003	65233	217
06/2003	65233	311
07/2003	65234	154
08/2003	65233	134
11/2003	65233	167
11/2003	65234	3
01/2004	65233	116
02/2004	65233	89
04/2004	65231	59
05/2004	65231	360
05/2004	65232	503
05/2004	65233	398
06/2004	65233	346
06/2004	65234	62
07/2004	65231	266
07/2004	65232	513
07/2004	65233	484
08/2004	65231	116
08/2004	65232	417
08/2004	65233	1
01/2005	65234	77
02/2005	65231	95
02/2005	65233	938
04/2005	65233	58
05/2005	65233	24
06/2005	65231	302
06/2005	65233	665
07/2005	65233	841
08/2005	65233	932
10/2005	65233	276
11/2005	65234	54
01/2006	65231	22
01/2006	65233	31
03/2006	65234	12
05/2006	65231	58
05/2006	65233	288
06/2006	65231	7
06/2006	65233	354
07/2006	65233	258
08/2006	65231	14
08/2006	65233	358
09/2006	65233	72
10/2006	65233	43
11/2006	65231	111
12/2006	65233	89
01/2007	65233	258
02/2007	65234	16
03/2007	65231	16
06/2007	65232	74
06/2007	65233	4
07/2007	65233	51
10/2007	65232	694
11/2007	65233	49
01/2008	65233	295
03/2008	65233	128
06/2008	65233	261
07/2008	65233	22
10/2008	65234	641
12/2008	65231	39
12/2008	65233	311
01/2009	65233	67
05/2009	65233	49
06/2009	65233	0
11/2009	65233	7
12/2009	65233	3
01/2010	65232	3
03/2010	65231	30
06/2010	65233	3
08/2010	65233	19
11/2010	65233	15
03/2011	65233	18
04/2011	65233	108
05/2011	65233	1
06/2011	65231	102
06/2011	65233	758
07/2011	65231	238
07/2011	65233	250
08/2011	65233	2
11/2011	65233	863
12/2011	65231	36
12/2011	65233	81
02/2012	65233	45
05/2012	65231	42
05/2012	65233	124
06/2012	65231	5
06/2012	65233	17
07/2012	65231	52
07/2012	65233	8
08/2012	65233	3
09/2012	65231	25
09/2012	65233	6
10/2012	65233	2
11/2012	65233	419
12/2012	65233	195
01/2013	65231	397
01/2013	65233	0
05/2013	65233	8
06/2013	65233	84
07/2013	65233	1
09/2013	65233	7
10/2013	65233	263
11/2013	65233	149
12/2013	65233	341
01/2014	65233	65
02/2014	65233	6
03/2014	65234	293
04/2014	65233	1
04/2014	65234	79
05/2014	65234	389
06/2014	65234	136
07/2014	65233	2
07/2014	65234	2
