obdobi	kod	cena
12/2000	66511	32
04/2002	66511	222
10/2002	66511	7
04/2003	66511	1
12/2003	66511	9
02/2005	66511	19
04/2005	66511	51
02/2006	66511	6
03/2007	6651	60
02/2009	6651	76
06/2009	6651	0
03/2010	6651	0
04/2010	6651	20
05/2010	6651	65
11/2010	6651	38
01/2011	6651	79
04/2011	6651	345
07/2011	6651	109
08/2011	6651	189
01/2012	6651	444
04/2012	6651	0
05/2012	6651	696
07/2012	6651	235
12/2012	6651	4
01/2013	6651	231
02/2013	6651	77
04/2013	6651	271
06/2013	6651	428
07/2013	6651	467
08/2013	6651	106
11/2013	6651	152
12/2013	6651	502
01/2014	6651	448
03/2014	6651	0
05/2014	6651	342
06/2014	6651	0
07/2014	6651	210
08/2014	6651	257
