obdobi	kod	cena
01/1999	62929	1
03/1999	62929	64
04/1999	62929	2
05/1999	62929	53
08/1999	62929	129
09/1999	62921	18
09/1999	62929	2
11/1999	62929	36
12/1999	62929	65
01/2000	62921	6
01/2000	62929	148
02/2000	62929	60
03/2000	62929	35
05/2000	62929	24
08/2000	62929	1
10/2000	62921	4
02/2001	62929	4
03/2001	62929	21
04/2001	62929	11
06/2001	62921	19
07/2001	62929	1
08/2001	62929	18
09/2001	62921	4
10/2001	62929	112
12/2001	62921	68
01/2002	62929	6
03/2002	62921	3
03/2002	62929	2
05/2002	62929	28
06/2002	62921	19
08/2002	62929	4
10/2002	62921	18
10/2002	62929	92
11/2002	62929	10
12/2002	62929	2
01/2003	62929	7
02/2003	62921	15
02/2003	62929	5
03/2003	62929	30
06/2003	62929	21
07/2003	62929	8
08/2003	62929	12
11/2003	62929	2
12/2003	62929	38
02/2004	62921	7
03/2004	62929	9
04/2004	62929	2
05/2004	62929	6
07/2004	62929	2
08/2004	62921	14
09/2004	62929	15
10/2004	62921	3
11/2004	62929	5
12/2004	62929	3
01/2005	62929	30
02/2005	62929	11
03/2005	62929	11
04/2005	62929	6
05/2005	62921	21
06/2005	62929	16
07/2005	62929	38
09/2005	62929	115
01/2006	62929	6
03/2006	62929	1
05/2006	62921	2
05/2006	62929	8
07/2006	62921	5
07/2006	62929	18
08/2006	62929	3
10/2006	62921	9
11/2006	62921	6
11/2006	62929	14
12/2006	62921	3
01/2007	62921	1
04/2007	62921	8
04/2007	62922	7
05/2007	62921	28
05/2007	62922	81
06/2007	62921	8
06/2007	62922	170
07/2007	62921	6
07/2007	62922	6
08/2007	62921	22
08/2007	62922	2
10/2007	62921	33
10/2007	62922	6
11/2007	62921	4
12/2007	62921	154
12/2007	62922	25
01/2008	62921	4
03/2008	62922	1
04/2008	62921	3
04/2008	62922	76
07/2008	62922	159
08/2008	62921	25
09/2008	62921	5
09/2008	62922	345
10/2008	62921	1
10/2008	62922	110
11/2008	62921	2
11/2008	62922	440
12/2008	62921	5
12/2008	62922	23
02/2009	62921	9
02/2009	62922	1
03/2009	62921	13
03/2009	62922	83
04/2009	62921	2
05/2009	62921	20
06/2009	62921	28
07/2009	62921	23
07/2009	62922	1
08/2009	62921	3
09/2009	62921	46
09/2009	62922	1
10/2009	62921	14
11/2009	62921	2
11/2009	62922	182
12/2009	62921	23
12/2009	62922	439
01/2010	62921	17
02/2010	62921	9
03/2010	62921	10
04/2010	62921	0
05/2010	62921	1
05/2010	62922	10
06/2010	62921	14
06/2010	62922	160
07/2010	62921	6
08/2010	62921	14
09/2010	62921	2
09/2010	62922	3
10/2010	62921	1
11/2010	62921	113
11/2010	62922	3
12/2010	62921	121
02/2011	62921	64
03/2011	62921	42
03/2011	62922	17
04/2011	62921	4
04/2011	62922	4
05/2011	62921	8
05/2011	62922	34
06/2011	62921	2
06/2011	62922	2
07/2011	62921	29
08/2011	62921	20
08/2011	62922	3
09/2011	62921	18
09/2011	62922	1
10/2011	62921	134
11/2011	62921	112
12/2011	62921	21
12/2011	62922	60
01/2012	62921	120
02/2012	62921	522
02/2012	62922	33
03/2012	62921	97
03/2012	62922	123
04/2012	62921	24
04/2012	62922	7
05/2012	62921	75
05/2012	62922	23
06/2012	62921	18
06/2012	62922	80
07/2012	62921	14
07/2012	62922	21
08/2012	62921	65
08/2012	62922	304
09/2012	62921	59
09/2012	62922	96
10/2012	62921	18
10/2012	62922	155
11/2012	62921	18
12/2012	62921	19
12/2012	62922	64
01/2013	62921	12
01/2013	62922	0
02/2013	62921	26
02/2013	62922	133
03/2013	62921	24
03/2013	62922	47
04/2013	62921	1
04/2013	62922	63
05/2013	62921	43
05/2013	62922	156
06/2013	62921	65
06/2013	62922	292
07/2013	62921	31
07/2013	62922	108
08/2013	62921	5
08/2013	62922	67
09/2013	62921	56
09/2013	62922	236
10/2013	62921	43
10/2013	62922	5
11/2013	62921	10
11/2013	62922	142
12/2013	62921	6
12/2013	62922	12
01/2014	62921	13
01/2014	62922	47
02/2014	62921	4
02/2014	62922	353
03/2014	62921	31
03/2014	62922	239
04/2014	62921	16
04/2014	62922	157
05/2014	62921	3
05/2014	62922	69
06/2014	62921	63
06/2014	62922	23
07/2014	62921	16
07/2014	62922	31
08/2014	62921	177
08/2014	62922	311
