obdobi	kod	cena
04/1999	6575	3
05/1999	6576	564
07/1999	6576	166
10/1999	6576	682
11/1999	6575	4
02/2000	6575	3
02/2000	6577	3
02/2000	6579	0
03/2000	6575	1
04/2000	6575	56
04/2000	6576	1348
05/2000	6579	1
06/2000	6575	11
06/2000	6579	0
08/2000	6575	237
09/2000	6575	156
10/2000	6575	38
12/2000	6579	3
01/2001	6579	7
02/2001	6575	12
02/2001	6576	1407
03/2001	6579	17
04/2001	6575	329
05/2001	6573	1004
05/2001	6575	75
05/2001	6577	8
06/2001	6577	238
07/2001	6579	5
08/2001	6572	1514
08/2001	6575	162
09/2001	6572	471
09/2001	6579	27
10/2001	6579	1
11/2001	6573	147
12/2001	6575	182
12/2001	6576	75
01/2002	6573	80
01/2002	6575	160
01/2002	6579	30
02/2002	6572	8
02/2002	6573	41
02/2002	6576	49
02/2002	6579	14
03/2002	6575	23
03/2002	6579	2
04/2002	6572	10
04/2002	6573	312
04/2002	6575	73
04/2002	6579	44
05/2002	6579	9
06/2002	6575	161
06/2002	6576	425
06/2002	6579	26
07/2002	6573	726
07/2002	6575	225
07/2002	6579	14
08/2002	6572	2354
08/2002	6573	759
08/2002	6575	84
08/2002	6579	5
10/2002	6573	177
10/2002	6575	99
10/2002	6577	10
10/2002	6579	106
11/2002	6573	59
12/2002	6572	566
12/2002	6575	2
01/2003	6572	10
01/2003	6573	20
01/2003	6575	175
01/2003	6579	23
02/2003	6577	94
03/2003	6572	2
03/2003	6575	4
03/2003	6579	31
04/2003	6572	609
05/2003	6576	2327
06/2003	6572	633
06/2003	6575	231
07/2003	6572	1979
07/2003	6573	1017
07/2003	6575	136
08/2003	6572	1962
08/2003	6575	85
08/2003	6576	7
09/2003	6572	557
09/2003	6575	158
09/2003	6576	101
10/2003	6575	303
11/2003	6572	610
11/2003	6575	198
11/2003	6577	162
12/2003	6575	171
12/2003	6579	9
01/2004	6572	1833
01/2004	6575	16
01/2004	6579	2
02/2004	6572	7
02/2004	6575	98
02/2004	6579	6
03/2004	6572	1206
03/2004	6573	2375
03/2004	6575	103
04/2004	6572	531
04/2004	6573	762
04/2004	6575	45
04/2004	6579	8
05/2004	6572	2080
05/2004	6575	320
06/2004	6572	1310
06/2004	6575	441
06/2004	6576	359
06/2004	6579	50
07/2004	6571	129
07/2004	6572	1224
07/2004	6573	169
07/2004	6575	210
07/2004	6577	9
07/2004	6579	55
08/2004	6572	2506
08/2004	6575	308
08/2004	6577	23
08/2004	6579	141
09/2004	6572	612
09/2004	6575	161
09/2004	6579	8
10/2004	6573	135
10/2004	6575	134
10/2004	6577	476
11/2004	6572	636
11/2004	6573	471
11/2004	6575	901
11/2004	6579	6
12/2004	6573	150
12/2004	6575	129
12/2004	6577	126
12/2004	6579	81
01/2005	6572	600
01/2005	6575	102
02/2005	6575	495
02/2005	6577	880
03/2005	6572	15
03/2005	6573	91
03/2005	6575	521
03/2005	6577	8
03/2005	6579	17
04/2005	6573	38
04/2005	6575	300
05/2005	6573	57
05/2005	6575	352
05/2005	6577	19
06/2005	6573	72
06/2005	6575	1411
06/2005	6579	4
07/2005	6575	658
07/2005	6577	591
08/2005	6572	2132
08/2005	6575	33
09/2005	6572	1167
09/2005	6575	203
10/2005	6572	1768
10/2005	6573	184
10/2005	6575	1318
10/2005	6577	37
11/2005	6572	1914
11/2005	6575	69
11/2005	6577	162
12/2005	6573	62
12/2005	6575	102
01/2006	6572	627
01/2006	6575	309
01/2006	6577	1524
01/2006	6579	46
02/2006	6575	1021
02/2006	6577	1094
03/2006	6572	3
03/2006	6573	1
03/2006	6575	1140
03/2006	6577	2027
03/2006	6579	23
04/2006	6572	4
04/2006	6573	292
04/2006	6575	2225
05/2006	6572	13
05/2006	6575	1750
05/2006	6577	352
05/2006	6579	7
06/2006	6572	3
06/2006	6575	671
07/2006	6572	14
07/2006	6573	31
07/2006	6575	1170
07/2006	6577	1228
07/2006	6579	66
08/2006	6572	5
08/2006	6575	945
08/2006	6579	17
09/2006	6573	38
09/2006	6575	976
09/2006	6577	572
09/2006	6579	56
10/2006	6572	11
10/2006	6573	59
10/2006	6575	1854
10/2006	6577	920
10/2006	6578	42
10/2006	6579	120
11/2006	6572	280
11/2006	6573	1
11/2006	6575	140
11/2006	6577	612
11/2006	6578	83
11/2006	6579	5
12/2006	6572	8
12/2006	6575	1276
12/2006	6577	564
12/2006	6578	55
12/2006	6579	54
01/2007	6572	42
01/2007	6575	219
01/2007	6577	1646
01/2007	6578	27
01/2007	6579	27
02/2007	6572	118
02/2007	6575	714
02/2007	6577	1843
02/2007	6578	55
03/2007	6572	580
03/2007	6575	1475
03/2007	6577	1166
03/2007	6578	41
03/2007	6579	62
04/2007	6575	725
04/2007	6579	27
05/2007	6572	1136
05/2007	6575	2877
05/2007	6577	2405
05/2007	6578	41
05/2007	6579	39
06/2007	6572	705
06/2007	6573	349
06/2007	6575	3748
06/2007	6577	344
06/2007	6578	30
06/2007	6579	91
07/2007	6572	665
07/2007	6573	987
07/2007	6575	1117
07/2007	6577	1868
07/2007	6578	42
07/2007	6579	80
08/2007	6572	1804
08/2007	6573	761
08/2007	6575	1488
08/2007	6577	203
08/2007	6578	28
08/2007	6579	4
09/2007	6572	1150
09/2007	6575	1044
09/2007	6577	1365
09/2007	6579	24
10/2007	6572	585
10/2007	6573	273
10/2007	6575	741
10/2007	6577	923
10/2007	6578	21
10/2007	6579	156
11/2007	6572	40
11/2007	6573	29
11/2007	6575	2340
11/2007	6577	1060
11/2007	6578	20
11/2007	6579	161
12/2007	6572	545
12/2007	6573	32
12/2007	6575	996
12/2007	6577	810
12/2007	6578	20
01/2008	6575	1077
01/2008	6577	1403
01/2008	6578	20
01/2008	6579	50
02/2008	6571	36
02/2008	6572	209
02/2008	6573	345
02/2008	6575	992
02/2008	6577	1994
02/2008	6578	19
02/2008	6579	24
03/2008	6572	538
03/2008	6573	85
03/2008	6575	2342
03/2008	6577	1902
03/2008	6578	19
03/2008	6579	2
04/2008	6572	544
04/2008	6575	587
04/2008	6577	1757
04/2008	6579	60
05/2008	6572	1055
05/2008	6575	1737
05/2008	6577	3130
05/2008	6578	19
05/2008	6579	5
