obdobi	kod	cena
08/1999	54164	7
03/2000	54164	17
10/2000	54164	16
11/2001	54163	92
03/2002	54164	5
11/2004	54163	8
12/2004	54163	24
01/2005	54161	628
01/2005	54163	8
02/2005	54163	50
03/2005	54161	576
05/2005	54163	9
06/2005	54163	2
01/2006	54163	39
02/2006	54163	14
03/2006	54163	4
08/2006	54163	12
09/2006	54163	22
10/2006	54163	18
11/2006	54163	13
01/2007	54163	21
02/2007	54163	22
04/2007	54163	16
05/2007	54163	5
06/2007	54163	32
07/2007	54163	3
09/2007	54163	27
10/2007	54163	14
12/2007	54163	13
01/2008	54163	69
02/2008	54163	47
04/2008	54163	2
06/2008	54163	59
07/2008	54163	15
09/2008	54163	11
10/2008	54163	8
01/2009	54163	13
02/2009	54163	27
03/2009	54163	1
04/2009	54161	194
04/2009	54163	96
04/2009	54164	8
06/2009	54161	6
06/2009	54164	25
07/2009	54163	39
10/2009	54163	39
11/2009	54163	96
12/2009	54164	63
01/2010	54163	84
01/2010	54164	69
02/2010	54164	63
03/2010	54163	18
04/2010	54163	39
04/2010	54164	101
05/2010	54163	50
05/2010	54164	307
06/2010	54164	228
07/2010	54163	28
07/2010	54164	104
08/2010	54163	7
08/2010	54164	204
09/2010	54163	4
09/2010	54164	174
10/2010	54163	81
10/2010	54164	276
11/2010	54161	11
11/2010	54163	7
11/2010	54164	221
12/2010	54163	85
12/2010	54164	406
01/2011	54163	22
01/2011	54164	319
02/2011	54163	81
02/2011	54164	358
03/2011	54164	219
04/2011	54163	368
04/2011	54164	274
05/2011	54163	30
05/2011	54164	433
06/2011	54164	201
07/2011	54164	386
08/2011	54163	55
08/2011	54164	232
09/2011	54164	445
10/2011	54164	378
11/2011	54163	92
11/2011	54164	439
12/2011	54164	524
01/2012	54163	16
01/2012	54164	209
02/2012	54164	164
03/2012	54163	678
03/2012	54164	203
04/2012	54163	90
04/2012	54164	217
05/2012	54163	3
05/2012	54164	409
06/2012	54164	174
07/2012	54163	2
07/2012	54164	313
08/2012	54163	324
08/2012	54164	199
09/2012	54164	208
10/2012	54164	169
11/2012	54164	126
12/2012	54161	84
12/2012	54164	243
01/2013	54164	283
02/2013	54164	225
03/2013	54163	236
03/2013	54164	546
04/2013	54164	467
05/2013	54164	210
06/2013	54164	347
07/2013	54163	223
07/2013	54164	792
08/2013	54164	567
09/2013	54163	844
09/2013	54164	416
10/2013	54164	148
11/2013	54163	358
11/2013	54164	323
12/2013	54163	892
12/2013	54164	305
01/2014	54164	531
02/2014	54163	2189
02/2014	54164	221
03/2014	54161	146
03/2014	54164	452
04/2014	54163	2489
04/2014	54164	408
05/2014	54164	511
06/2014	54163	2276
06/2014	54164	445
07/2014	54164	331
08/2014	54161	5700
08/2014	54163	1153
08/2014	54164	279
