obdobi	kod	cena
02/2002	25162	6584
03/2002	25162	1154
04/2002	25162	9401
05/2002	25162	4505
06/2002	25162	2385
07/2002	25162	2466
08/2002	25162	6092
09/2002	25162	5990
11/2002	25162	10210
01/2003	25162	22858
02/2003	25162	9096
03/2003	25162	2812
04/2003	25162	2430
07/2003	25162	979
08/2003	25162	4645
09/2003	25162	2224
10/2003	25162	3982
11/2003	25162	3888
12/2003	25162	11076
01/2004	25162	4886
02/2004	25162	10524
03/2004	25162	7814
04/2004	25162	10464
05/2004	25162	12471
07/2004	25162	1262
09/2004	25162	4564
10/2004	25162	2151
11/2004	25162	15374
12/2004	25162	12623
02/2005	25162	1250
03/2005	25162	5153
04/2005	25162	8720
05/2005	25162	864
06/2005	25162	11110
07/2005	25162	4224
08/2005	25162	10268
09/2005	25162	11947
11/2005	25162	2047
12/2005	25162	1024
01/2006	25162	1868
02/2006	25162	9221
03/2006	25162	7759
04/2006	25162	2717
05/2006	25162	2746
06/2006	25162	8603
08/2006	25162	4965
09/2006	25162	6098
10/2006	25162	3746
11/2006	25162	10273
01/2007	25162	12193
02/2007	25162	2125
03/2007	25162	4210
04/2007	25162	12152
05/2007	25162	5935
09/2007	25162	5144
12/2007	25162	1170
01/2008	25162	3447
02/2008	25162	10597
03/2008	25162	21751
04/2008	25162	13837
05/2008	25162	2345
06/2008	25162	7078
11/2008	25162	1640
12/2008	25162	7653
01/2009	25162	6599
02/2009	25162	2864
03/2009	25162	13577
04/2009	25162	25374
05/2009	25162	4403
06/2009	25162	9090
07/2009	25162	10230
09/2009	25162	756
11/2009	25162	3148
01/2010	25162	3455
02/2010	25162	2272
03/2010	25162	3637
04/2010	25162	3543
05/2010	25162	4389
06/2010	25162	4671
07/2010	25162	4736
08/2010	25162	2018
09/2010	25162	4034
10/2010	25162	19329
11/2010	25162	24383
12/2010	25162	26083
01/2011	25162	34074
02/2011	25162	28384
03/2011	25162	34855
04/2011	25162	28015
05/2011	25162	6218
06/2011	25162	13261
08/2011	25162	3343
09/2011	25162	25000
01/2012	25162	31262
02/2012	25162	10120
03/2012	25162	5187
09/2012	25162	3321
