obdobi	kod	cena
02/2000	65792	0
05/2000	65792	1
06/2000	65792	0
12/2000	65792	3
01/2001	65792	7
03/2001	65792	17
07/2001	65792	5
09/2001	65792	27
10/2001	65792	1
01/2002	65792	30
02/2002	65792	14
03/2002	65792	2
04/2002	65792	44
05/2002	65792	9
06/2002	65792	26
07/2002	65792	14
08/2002	65792	5
10/2002	65792	106
01/2003	65792	23
03/2003	65792	31
12/2003	65792	9
01/2004	65792	2
02/2004	65791	6
04/2004	65792	8
06/2004	65792	50
07/2004	65792	55
08/2004	65792	141
09/2004	65792	8
11/2004	65792	6
12/2004	65792	81
03/2005	65792	17
06/2005	65792	4
01/2006	65792	46
03/2006	65792	23
05/2006	65791	7
07/2006	65792	66
08/2006	65792	17
09/2006	65792	56
10/2006	65792	120
11/2006	65792	5
12/2006	65792	54
01/2007	65792	27
03/2007	65792	62
04/2007	65792	27
05/2007	65792	39
06/2007	65792	91
07/2007	65792	80
08/2007	65792	4
09/2007	65792	24
10/2007	65792	156
11/2007	65792	161
01/2008	65792	50
02/2008	65792	24
03/2008	65792	2
04/2008	65792	60
05/2008	65792	5
06/2008	65792	203
07/2008	65792	80
08/2008	65792	41
09/2008	65792	35
10/2008	65792	2
11/2008	65792	5
12/2008	65792	19
02/2009	65792	13
04/2009	65792	5
06/2009	65792	35
07/2009	65791	1
07/2009	65792	5
08/2009	65792	1
09/2009	65792	15
10/2009	65792	1
11/2009	65792	47
12/2009	65792	2
02/2010	65792	20
03/2010	65792	29
04/2010	65791	39
04/2010	65792	4
05/2010	65792	46
07/2010	65792	12
09/2010	65792	3
11/2010	65792	4
12/2010	65792	7
01/2011	65792	1
02/2011	65792	5
03/2011	65792	14
04/2011	65792	2
05/2011	65792	22
06/2011	65792	18
07/2011	65792	2
08/2011	65792	5
09/2011	65792	2
10/2011	65792	66
11/2011	65792	24
12/2011	65792	1
02/2012	65792	5
03/2012	65791	99
03/2012	65792	81
04/2012	65791	82
04/2012	65792	0
05/2012	65791	182
05/2012	65792	10
06/2012	65791	26
06/2012	65792	6
07/2012	65791	25
07/2012	65792	46
08/2012	65791	90
08/2012	65792	1
09/2012	65791	92
09/2012	65792	12
10/2012	65791	19
10/2012	65792	1
11/2012	65791	10
11/2012	65792	2
12/2012	65791	54
01/2013	65792	0
02/2013	65792	14
03/2013	65792	8
05/2013	65792	8
07/2013	65792	31
08/2013	65792	17
08/2013	65793	423
09/2013	65792	28
09/2013	65793	59
10/2013	65792	17
01/2014	65792	72
06/2014	65792	72
07/2014	65792	16
08/2014	65792	17
