obdobi	kod	cena
01/2004	57411	316
06/2005	57411	165
09/2005	57411	223
02/2006	57419	482
03/2006	57419	326
04/2006	57419	237
07/2006	57411	22
07/2006	57419	63
09/2006	57419	19
10/2006	57419	284
02/2007	57411	412
03/2007	57411	326
03/2007	57419	377
04/2007	57419	287
05/2007	57411	122
06/2007	57419	282
08/2007	57419	536
10/2007	57411	22
11/2007	57411	90
02/2008	57411	120
03/2008	57411	87
04/2008	57411	333
06/2008	57411	47
07/2008	57411	77
09/2008	57411	344
10/2008	57411	347
11/2008	57411	64
01/2009	57411	184
02/2009	57411	102
03/2009	57411	29
04/2009	57411	149
04/2009	57419	43
05/2009	57411	50
06/2009	57411	272
07/2009	57411	5
08/2009	57411	172
09/2009	57411	31
10/2009	57411	82
11/2009	57411	135
12/2009	57411	253
01/2010	57411	15
02/2010	57411	50
03/2010	57411	55
04/2010	57411	271
05/2010	57411	17
06/2010	57411	25
07/2010	57411	188
08/2010	57411	5
09/2010	57411	39
10/2010	57411	85
11/2010	57411	397
12/2010	57411	29
01/2011	57411	72
03/2011	57411	7
03/2011	57419	28
04/2011	57411	137
05/2011	57411	42
06/2011	57411	120
06/2011	57419	25
07/2011	57411	93
08/2011	57411	23
08/2011	57419	52
09/2011	57411	524
10/2011	57419	134
11/2011	57419	136
12/2011	57411	181
12/2011	57419	24
01/2012	57411	114
01/2012	57419	2
02/2012	57411	539
02/2012	57419	145
03/2012	57411	55
03/2012	57419	125
04/2012	57411	107
04/2012	57419	361
05/2012	57419	114
06/2012	57419	330
07/2012	57411	54
07/2012	57419	11
08/2012	57411	52
08/2012	57419	17
09/2012	57411	21
09/2012	57419	86
10/2012	57411	23
10/2012	57419	14
11/2012	57411	3
12/2012	57419	20
01/2013	57419	9
02/2013	57411	38
02/2013	57419	61
03/2013	57419	62
04/2013	57419	46
05/2013	57411	42
05/2013	57419	34
06/2013	57411	102
06/2013	57419	11
07/2013	57411	9
07/2013	57419	30
08/2013	57411	8
08/2013	57419	267
09/2013	57419	43
10/2013	57419	88
11/2013	57419	51
12/2013	57411	415
12/2013	57419	79
01/2014	57411	32
01/2014	57419	73
02/2014	57411	47
02/2014	57419	16
03/2014	57411	29
03/2014	57419	244
04/2014	57411	5
04/2014	57419	152
05/2014	57419	134
06/2014	57411	2
06/2014	57419	37
07/2014	57419	34
08/2014	57419	96
