obdobi	kod	cena
01/1999	7313	32072
03/1999	7313	3220
03/1999	7314	29031
05/1999	7314	57527
07/1999	7314	41341
08/1999	7314	21260
11/1999	7314	58852
12/1999	7314	17717
01/2000	7314	47411
01/2000	7315	872
03/2000	7312	2366
09/2000	7317	94
11/2000	7314	1075
12/2000	7316	10904
02/2001	7317	61
03/2001	7313	42534
04/2001	7314	682
05/2001	7314	1019
10/2001	7316	10659
11/2001	7314	30498
02/2002	7314	12863
04/2002	7313	2312
04/2002	7314	2868
04/2002	7316	4179
05/2002	7313	48
05/2002	7315	1
05/2002	7317	30
06/2002	7311	1062
07/2002	7313	2840
07/2002	7314	16691
07/2002	7316	4202
08/2002	7312	2984
08/2002	7314	1189
08/2002	7316	2788
09/2002	7314	1741
09/2002	7316	6480
10/2002	7314	4002
10/2002	7317	2592
12/2002	7313	34319
12/2002	7314	36576
12/2002	7316	93
03/2003	7314	8263
04/2003	7314	12965
06/2003	7314	7270
08/2003	7314	39521
09/2003	7314	8188
10/2003	7317	2043
11/2003	7314	66674
12/2003	7314	60684
01/2004	7314	37686
02/2004	7313	6742
02/2004	7314	21914
02/2004	7316	8929
03/2004	7313	4363
03/2004	7314	2445
04/2004	7312	6956
04/2004	7314	4831
05/2004	7313	3218
06/2004	7313	559
06/2004	7314	25920
07/2004	7314	24684
08/2004	7314	4859
09/2004	7314	5483
10/2004	7313	20119
10/2004	7317	599
11/2004	7313	1772
11/2004	7314	9791
12/2004	7313	15664
12/2004	7314	47950
01/2005	7313	14563
01/2005	7314	46037
02/2005	7314	53934
03/2005	7311	21174
03/2005	7313	1934
03/2005	7314	111223
03/2005	7315	5
04/2005	7313	733
04/2005	7314	42830
06/2005	7314	105148
07/2005	7313	611
07/2005	7314	69175
07/2005	7315	10337
07/2005	7317	151
08/2005	7313	4004
08/2005	7314	56649
09/2005	7314	42829
09/2005	7317	425
10/2005	7314	8827
10/2005	7315	5292
11/2005	7313	10369
11/2005	7314	55585
11/2005	7315	991
11/2005	7317	595
12/2005	7313	57299
12/2005	7314	8795
12/2005	7316	6968
01/2006	7314	30333
02/2006	7317	94
03/2006	7313	9910
04/2006	7313	20225
04/2006	7314	66394
04/2006	7316	172
05/2006	7313	9911
05/2006	7314	56861
05/2006	7316	6738
06/2006	7313	19251
06/2006	7314	75234
06/2006	7316	6299
07/2006	7313	21822
07/2006	7314	9624
07/2006	7316	25903
08/2006	7313	336
08/2006	7314	38748
08/2006	7316	5972
08/2006	7317	475
09/2006	7314	24028
09/2006	7317	768
10/2006	7314	19236
10/2006	7316	13432
11/2006	7313	88704
11/2006	7314	45527
11/2006	7315	1096
11/2006	7316	58325
12/2006	7313	24268
12/2006	7314	39635
12/2006	7316	6496
01/2007	7313	128791
01/2007	7314	858
01/2007	7315	3
01/2007	7316	3621
02/2007	7314	48400
02/2007	7316	25
03/2007	7313	131399
03/2007	7314	17391
03/2007	7316	48034
04/2007	7314	45778
04/2007	7316	5487
05/2007	7316	6729
06/2007	7311	2571
06/2007	7313	37997
06/2007	7314	48910
06/2007	7316	13590
07/2007	7313	251232
07/2007	7314	66404
07/2007	7315	55
08/2007	7312	968
08/2007	7316	8830
09/2007	7312	576
10/2007	7312	786
10/2007	7314	112946
10/2007	7316	23541
11/2007	7314	15617
11/2007	7316	47884
11/2007	7317	302
12/2007	7314	56770
12/2007	7316	5547
01/2008	7316	5569
02/2008	7316	11695
03/2008	7314	721
03/2008	7316	16059
04/2008	7312	21
05/2008	7314	8184
05/2008	7316	21123
06/2008	7314	115335
06/2008	7316	7870
07/2008	7312	1607
07/2008	7314	1614
07/2008	7316	43720
08/2008	7312	5112
08/2008	7314	4562
09/2008	7316	7274
10/2008	7311	10822
10/2008	7312	28251
10/2008	7314	5749
10/2008	7316	7323
11/2008	7314	28059
11/2008	7316	15878
12/2008	7314	78095
12/2008	7316	11183
01/2009	7313	132529
01/2009	7316	3989
01/2009	7317	458
02/2009	7313	36780
02/2009	7314	41045
02/2009	7316	13061
03/2009	7314	9555
03/2009	7316	2070
04/2009	7314	10230
04/2009	7316	7212
05/2009	7313	102726
05/2009	7314	9709
05/2009	7316	7235
06/2009	7316	7115
07/2009	7314	68315
07/2009	7316	6421
08/2009	7316	12316
09/2009	7316	14145
10/2009	7312	32827
10/2009	7316	10425
11/2009	7314	11668
11/2009	7316	6914
12/2009	7316	11278
01/2010	7314	7078
01/2010	7316	11604
02/2010	7314	75273
02/2010	7316	26605
03/2010	7312	907
03/2010	7313	160229
03/2010	7314	608
03/2010	7316	35614
04/2010	7312	11012
04/2010	7314	99287
04/2010	7316	8933
05/2010	7312	28074
05/2010	7314	96260
05/2010	7316	36135
05/2010	7317	2333
06/2010	7313	7340
06/2010	7314	10584
06/2010	7316	64086
07/2010	7314	26700
07/2010	7316	25178
08/2010	7314	1464
08/2010	7316	17590
09/2010	7313	137
09/2010	7314	16147
09/2010	7316	126882
10/2010	7314	18574
10/2010	7316	29942
11/2010	7314	83695
11/2010	7316	19079
12/2010	7314	21918
12/2010	7316	49297
01/2011	7314	40780
01/2011	7316	13022
01/2011	7317	1
02/2011	7311	9129
02/2011	7313	6712
02/2011	7314	57475
02/2011	7316	31104
03/2011	7313	2810
03/2011	7314	50376
03/2011	7316	24764
03/2011	7317	27694
04/2011	7314	57134
04/2011	7316	34179
05/2011	7314	1178
05/2011	7315	560
05/2011	7316	58384
05/2011	7317	1093
06/2011	7312	101359
06/2011	7314	11193
06/2011	7316	18360
06/2011	7317	11126
07/2011	7314	54212
07/2011	7316	58014
08/2011	7314	31294
08/2011	7316	68436
09/2011	7316	95866
09/2011	7317	813
10/2011	7312	71465
10/2011	7314	7691
10/2011	7316	31154
11/2011	7312	33136
11/2011	7316	86676
11/2011	7317	1003
12/2011	7312	39274
12/2011	7314	18591
12/2011	7316	91802
01/2012	7314	1999
01/2012	7316	74460
02/2012	7312	8787
02/2012	7316	15803
03/2012	7314	84551
03/2012	7316	29136
04/2012	7312	8962
04/2012	7314	13730
04/2012	7315	1222
04/2012	7316	45246
05/2012	7311	10689
05/2012	7314	51303
05/2012	7315	80
05/2012	7316	32147
06/2012	7315	6636
06/2012	7316	20232
07/2012	7314	53187
07/2012	7315	140
07/2012	7316	24518
08/2012	7314	66570
08/2012	7316	4142
09/2012	7316	12844
10/2012	7312	11487
10/2012	7314	82639
10/2012	7316	30999
11/2012	7313	1838
11/2012	7314	25651
11/2012	7316	15755
12/2012	7315	254
12/2012	7317	39
01/2013	7312	25691
01/2013	7316	9864
02/2013	7311	7062
02/2013	7312	46460
02/2013	7314	1844
02/2013	7315	386
02/2013	7316	39207
02/2013	7317	1022
03/2013	7316	15840
03/2013	7317	26
04/2013	7314	17370
04/2013	7315	631
04/2013	7316	12875
05/2013	7314	20732
05/2013	7316	33171
06/2013	7313	26110
06/2013	7314	24566
06/2013	7316	33977
07/2013	7312	69586
07/2013	7314	42530
07/2013	7316	30817
08/2013	7314	15149
08/2013	7315	1121
08/2013	7316	16713
09/2013	7312	28066
09/2013	7314	53290
09/2013	7316	14255
09/2013	7317	654
10/2013	7312	84500
10/2013	7314	27131
10/2013	7315	180
10/2013	7316	4283
11/2013	7316	15403
12/2013	7314	12171
12/2013	7316	24209
01/2014	7316	13385
02/2014	7312	27045
02/2014	7315	816
02/2014	7316	33716
03/2014	7312	54331
03/2014	7316	26357
03/2014	7317	1164
04/2014	7313	2399
04/2014	7314	9818
04/2014	7315	419
04/2014	7316	37507
05/2014	7312	11854
05/2014	7313	78905
05/2014	7316	12481
06/2014	7314	673
06/2014	7316	93444
07/2014	7312	24004
07/2014	7313	34078
07/2014	7314	12636
07/2014	7315	1688
07/2014	7316	108605
08/2014	7312	3759
08/2014	7314	14303
08/2014	7315	3038
08/2014	7316	148656
