obdobi	kod	cena
09/1999	64231	0
09/1999	64233	0
05/2002	64234	21
05/2004	64231	3
05/2007	64231	12
03/2008	64239	2
09/2008	64235	9
03/2009	64231	5
09/2009	64231	6
01/2010	64231	1
04/2010	64231	8
07/2010	64232	0
10/2010	64233	5
12/2010	64231	5
01/2011	64231	1
02/2011	64239	60
03/2011	64231	17
05/2011	64231	1
05/2011	64233	1
06/2011	64231	8
07/2011	64231	1
09/2011	64233	4
10/2011	64231	0
03/2012	64231	1
03/2012	64239	17
08/2012	64232	0
03/2013	64231	113
03/2013	64239	22
04/2013	64235	433
04/2013	64239	0
08/2013	64231	57
10/2013	64231	0
01/2014	64231	4
03/2014	64231	0
03/2014	64239	0
06/2014	64231	1
06/2014	64239	3
