obdobi	kod	cena
02/1999	87149	2
05/2002	87141	121
05/2002	87145	67
01/2003	87145	150
03/2003	87143	25
04/2003	87145	761
12/2004	87145	21
10/2005	87141	36
11/2005	87141	65
07/2006	87145	5
11/2006	87149	2
12/2006	87145	61
01/2008	87145	3
11/2009	87149	68
01/2010	87145	701
10/2010	87141	9
12/2010	87141	4
02/2011	87141	1
03/2011	87145	196
03/2011	87149	157
07/2011	87141	1
07/2011	87145	201
09/2011	87149	9
10/2011	87141	2
11/2011	87141	2
05/2012	87141	15
12/2012	87141	2
01/2014	87141	2813
05/2014	87141	20
08/2014	87141	15
