obdobi	kod	cena
10/2004	74443	3679
03/2007	74441	416
02/2008	74443	732
04/2008	74443	1255
10/2008	74443	1320
10/2008	74449	6
04/2009	74443	176
10/2009	74443	969
12/2009	74443	1432
07/2010	74443	779
08/2010	74443	759
09/2010	74443	4393
10/2010	74443	682
12/2010	74443	2607
01/2011	74443	1437
02/2011	74443	74
03/2011	74443	1841
03/2011	74449	1
04/2011	74443	6708
05/2011	74443	4773
06/2011	74443	3896
06/2011	74449	1
07/2011	74443	4856
08/2011	74443	2100
09/2011	74443	5277
10/2011	74443	1488
11/2011	74443	6508
12/2011	74443	9112
12/2011	74449	4
01/2012	74443	529
02/2012	74443	2708
03/2012	74443	5468
04/2012	74443	7719
05/2012	74443	18514
06/2012	74443	9595
07/2012	74443	7253
08/2012	74443	2222
09/2012	74443	2658
11/2012	74443	7905
01/2013	74443	1003
02/2013	74443	7775
03/2013	74443	8299
04/2013	74443	6655
05/2013	74443	10798
06/2013	74443	3755
07/2013	74443	1237
08/2013	74443	2103
09/2013	74443	3598
09/2013	74449	373
10/2013	74443	2292
11/2013	74443	397
12/2013	74443	1557
02/2014	74449	1
03/2014	74443	3300
04/2014	74443	2840
05/2014	74443	4266
06/2014	74449	58
