obdobi	kod	cena
06/2000	5817	24
09/2000	5817	9
10/2000	5817	3
11/2000	5817	7
01/2001	5817	6
03/2001	5817	4
04/2001	5817	4
05/2001	5817	39
11/2001	5817	2
01/2002	5817	17
05/2002	5817	11
07/2002	5817	24
10/2002	5817	12
04/2003	5817	85
07/2003	5817	5
09/2003	5817	31
10/2003	5817	1
10/2004	5817	6
02/2005	5817	101
06/2006	5817	117
09/2006	5817	30
10/2006	5817	107
11/2006	5817	35
12/2006	5817	12
01/2007	5817	98
02/2007	5817	115
03/2007	5817	10
04/2007	5817	45
05/2007	5817	184
06/2007	5817	24
07/2007	5817	20
08/2007	5817	363
09/2007	5817	15
10/2007	5817	243
11/2007	5817	880
12/2007	5817	27
01/2008	5817	1169
02/2008	5817	33
03/2008	5817	1505
04/2008	5817	60
05/2008	5817	36
06/2008	5817	35
07/2008	5817	94
08/2008	5817	35
09/2008	5817	250
10/2008	5817	38
12/2008	5817	104
01/2009	5817	28
02/2009	5817	51
03/2009	5817	44
04/2009	5817	240
05/2009	5817	262
06/2009	5817	422
07/2009	5817	1009
08/2009	5817	360
09/2009	5817	1299
10/2009	5817	1083
11/2009	5817	516
12/2009	5817	810
01/2010	5817	706
02/2010	5817	207
03/2010	5817	324
04/2010	5817	566
05/2010	5817	377
06/2010	5817	41
07/2010	5817	254
08/2010	5817	22
09/2010	5817	465
10/2010	5817	222
11/2010	5817	159
12/2010	5817	125
01/2011	5817	123
02/2011	5817	72
03/2011	5817	395
04/2011	5817	343
05/2011	5817	160
06/2011	5817	330
07/2011	5817	404
08/2011	5817	66
09/2011	5817	167
10/2011	5817	21
11/2011	5817	89
12/2011	5817	154
01/2012	5817	231
02/2012	5817	71
03/2012	5817	367
04/2012	5817	754
05/2012	5817	366
06/2012	5817	38
07/2012	5817	330
08/2012	5817	500
09/2012	5817	110
10/2012	5817	852
11/2012	5817	134
12/2012	5817	401
01/2013	5817	217
02/2013	5817	153
03/2013	5817	187
04/2013	5817	27
05/2013	5817	141
06/2013	5817	31
07/2013	5817	133
08/2013	5817	578
09/2013	5817	254
10/2013	5817	364
11/2013	5817	289
12/2013	5817	341
01/2014	5817	226
02/2014	5817	1512
03/2014	5817	620
04/2014	5817	359
05/2014	5817	602
06/2014	5817	222
07/2014	5817	536
08/2014	5817	536
