obdobi	kod	cena
05/1999	89242	0
10/1999	89241	8
11/1999	89241	0
12/1999	89241	2
03/2000	89241	11
05/2000	89241	0
04/2001	89241	56
05/2001	89241	901
07/2001	89241	164
08/2001	89241	92
06/2002	89241	2
10/2003	89241	30
12/2004	89241	2
02/2005	89241	1
07/2005	89241	1
07/2006	89241	1
08/2006	89242	9
01/2007	89241	4
02/2007	89241	51
04/2007	89241	116
05/2007	89241	93
07/2007	89241	4
05/2009	89241	0
06/2009	89242	1
01/2010	89241	0
03/2010	89242	30
05/2010	89241	4
06/2010	89241	1
08/2010	89242	14
12/2010	89241	2
01/2011	89242	2
04/2011	89241	1
06/2011	89241	0
08/2011	89241	103
11/2011	89242	5
05/2012	89241	108
05/2012	89242	7
06/2012	89241	4
07/2012	89241	2
08/2012	89241	1
09/2012	89241	5
12/2012	89241	1
01/2013	89241	0
02/2013	89241	1
03/2013	89241	1
04/2013	89241	0
05/2013	89241	0
07/2013	89241	0
08/2013	89241	0
10/2013	89241	0
11/2013	89241	3
02/2014	89241	7
03/2014	89241	0
04/2014	89241	19
07/2014	89241	63
