obdobi	kod	cena
09/2000	87199	96
04/2001	87191	63
07/2001	87191	241
12/2001	87199	62
02/2002	87199	193
04/2002	87199	388
05/2002	87193	66
08/2002	87191	48
10/2002	87192	1940
10/2002	87193	53
10/2002	87199	4
11/2002	87199	15
12/2002	87199	32
02/2003	87193	36
02/2003	87199	4
03/2003	87193	25
03/2003	87199	244
06/2003	87199	32
07/2003	87193	20
10/2003	87192	4218
10/2003	87199	70
12/2003	87199	4
01/2004	87192	1372
04/2004	87199	21
05/2004	87199	6
06/2004	87191	142
06/2004	87193	9
06/2004	87199	22
07/2004	87193	9
07/2004	87199	12
08/2004	87199	7
09/2004	87199	8
10/2004	87193	2
11/2004	87199	26
12/2004	87193	107
12/2004	87199	33
01/2005	87191	105
01/2005	87193	160
02/2005	87199	38
03/2005	87193	169
03/2005	87199	5
04/2005	87192	45
04/2005	87193	54
05/2005	87193	41
05/2005	87199	46
06/2005	87191	105
10/2005	87193	41
01/2006	87193	2585
02/2006	87191	10
02/2006	87199	8
05/2006	87199	8
06/2006	87193	127
07/2006	87193	71
07/2006	87199	110
08/2006	87193	17934
09/2006	87193	2
10/2006	87193	47
10/2006	87199	20
11/2006	87191	32
12/2006	87192	953
12/2006	87193	8
12/2006	87199	25
01/2007	87191	4
01/2007	87199	19
02/2007	87199	193
03/2007	87192	5
03/2007	87199	26
04/2007	87193	12
05/2007	87193	84
05/2007	87199	118
06/2007	87199	122
07/2007	87191	325
07/2007	87193	291
07/2007	87199	69
08/2007	87199	53
09/2007	87193	35
09/2007	87199	77
10/2007	87192	163
10/2007	87193	241
10/2007	87199	62
11/2007	87193	6
11/2007	87199	108
12/2007	87193	14
02/2008	87192	855
02/2008	87193	117
02/2008	87199	69
03/2008	87192	309
03/2008	87199	6
04/2008	87193	93
04/2008	87199	259
05/2008	87191	13
06/2008	87191	18
06/2008	87193	89
06/2008	87199	99
07/2008	87199	114
08/2008	87193	79
09/2008	87193	76
09/2008	87199	30
10/2008	87193	20
10/2008	87199	16
11/2008	87193	934
11/2008	87199	82
01/2009	87193	460
01/2009	87199	28
04/2009	87199	5
05/2009	87193	2
05/2009	87199	101
06/2009	87193	130
07/2009	87193	2
07/2009	87199	42
08/2009	87193	39
08/2009	87199	5
09/2009	87191	61
09/2009	87193	1
09/2009	87199	1806
10/2009	87193	19
10/2009	87199	253
11/2009	87193	0
01/2010	87193	6
04/2010	87193	99
04/2010	87199	25
05/2010	87193	80
05/2010	87199	79
06/2010	87192	1
06/2010	87193	116
06/2010	87199	1
07/2010	87193	0
09/2010	87193	1
09/2010	87199	27
10/2010	87193	7
10/2010	87199	19
11/2010	87193	0
01/2011	87191	39
01/2011	87199	241
02/2011	87199	558
04/2011	87193	0
04/2011	87199	373
05/2011	87191	16
05/2011	87193	4
05/2011	87199	484
06/2011	87193	4
06/2011	87199	194
07/2011	87191	1
07/2011	87193	4
07/2011	87199	315
08/2011	87193	16
09/2011	87193	11
10/2011	87193	22
10/2011	87199	34
11/2011	87193	50
11/2011	87199	22
12/2011	87193	37
12/2011	87199	38
01/2012	87193	40
02/2012	87191	0
02/2012	87193	11
03/2012	87193	27
04/2012	87193	10
04/2012	87199	93
05/2012	87193	10
06/2012	87193	1
06/2012	87199	181
07/2012	87193	3
08/2012	87193	8
08/2012	87199	68
09/2012	87193	1
10/2012	87193	632
11/2012	87193	459
12/2012	87193	428
12/2012	87199	163
01/2013	87193	2
02/2013	87193	89
02/2013	87199	20
03/2013	87191	59
03/2013	87193	560
03/2013	87199	1
04/2013	87193	2189
04/2013	87199	273
05/2013	87193	188
06/2013	87193	182
07/2013	87193	412
08/2013	87192	72
08/2013	87193	554
09/2013	87193	433
10/2013	87193	295
10/2013	87199	216
11/2013	87193	460
11/2013	87199	31
12/2013	87192	120
12/2013	87193	336
12/2013	87199	26
01/2014	87191	0
01/2014	87193	492
03/2014	87192	867
03/2014	87193	10
04/2014	87193	1
04/2014	87199	160
05/2014	87191	571
05/2014	87193	53
05/2014	87199	15
06/2014	87192	88
07/2014	87191	304
07/2014	87192	64
