obdobi	kod	cena
03/2001	89815	54
05/2001	89815	56
01/2002	89815	41
04/2002	89815	54
06/2002	89815	30
08/2002	89815	45
11/2002	89815	50
04/2003	89813	599
05/2003	89813	1019
09/2003	89813	1513
11/2003	89813	853
12/2003	89813	1138
03/2004	89813	963
08/2004	89813	1140
09/2004	89813	982
12/2004	89813	786
03/2005	89813	949
05/2005	89813	1287
05/2005	89815	67
06/2005	89813	1069
09/2005	89813	1225
06/2006	89813	780
08/2006	89813	1830
09/2006	89813	676
10/2006	89813	268
08/2007	89813	961
10/2007	89815	40
02/2009	89815	55
05/2009	89813	1369
06/2009	89813	2186
06/2009	89815	16
08/2009	89813	837
08/2009	89815	44
09/2009	89815	1340
12/2009	89813	417
01/2010	89813	860
02/2010	89813	1995
04/2010	89813	434
05/2010	89813	5383
05/2010	89815	41
06/2010	89813	4070
07/2010	89813	806
07/2010	89815	44
08/2010	89813	1943
09/2010	89813	2219
10/2010	89813	1731
11/2010	89813	3789
11/2010	89815	81
12/2010	89813	187
12/2010	89815	36
01/2011	89815	1
02/2011	89813	4773
02/2011	89815	14
03/2011	89813	322
03/2011	89815	19
04/2011	89813	7042
05/2011	89813	4062
05/2011	89815	163
06/2011	89813	1763
07/2011	89813	6571
08/2011	89813	2126
08/2011	89815	66
09/2011	89813	1434
09/2011	89815	345
10/2011	89813	1942
11/2011	89813	6131
12/2011	89813	2605
01/2012	89813	5004
03/2012	89813	5285
03/2012	89815	136
04/2012	89813	3596
04/2012	89815	85
05/2012	89813	9504
06/2012	89813	2249
06/2012	89815	53
07/2012	89813	896
08/2012	89813	6666
09/2012	89813	1307
09/2012	89815	48
10/2012	89813	8488
11/2012	89813	9721
11/2012	89815	69
12/2012	89813	10935
01/2013	89815	64
02/2013	89813	7571
03/2013	89813	117
03/2013	89815	60
04/2013	89813	8205
04/2013	89815	73
05/2013	89813	6828
05/2013	89815	203
06/2013	89813	8533
07/2013	89813	4007
08/2013	89813	1790
09/2013	89813	3364
09/2013	89815	99
10/2013	89813	9325
11/2013	89813	3616
12/2013	89813	905
12/2013	89815	368
02/2014	89813	11617
02/2014	89815	8
03/2014	89813	1885
04/2014	89813	14970
05/2014	89813	1184
06/2014	89813	7555
07/2014	89813	11274
08/2014	89813	6486
08/2014	89815	525
