obdobi	kod	cena
10/2003	5251	26
03/2005	5251	16
08/2007	5251	1907
09/2007	5251	2128
12/2007	5251	1618
03/2008	5251	394
04/2008	5251	4473
05/2008	5251	7826
06/2008	5251	12524
10/2008	5251	5319
11/2008	5251	4385
12/2008	5251	15110
01/2009	5251	7260
02/2009	5251	6610
03/2009	5251	7148
04/2009	5251	13988
05/2009	5251	1948
06/2009	5251	5080
07/2009	5251	231
08/2009	5251	7858
10/2009	5251	7704
12/2009	5251	483
01/2010	5251	7251
02/2010	5251	9998
03/2010	5251	6263
04/2010	5251	4924
05/2010	5251	5588
06/2010	5251	79
07/2010	5251	6207
08/2010	5251	317
09/2010	5251	5374
10/2010	5251	3052
11/2010	5251	8528
12/2010	5251	7328
12/2010	5259	204
01/2011	5251	7874
02/2011	5251	1639
03/2011	5251	6968
04/2011	5251	7428
05/2011	5251	3375
06/2011	5251	9863
07/2011	5251	4706
08/2011	5251	7618
09/2011	5251	7840
10/2011	5251	7976
11/2011	5251	15486
12/2011	5251	12245
01/2012	5251	6621
02/2012	5251	5097
03/2012	5251	1060
04/2012	5251	4697
05/2012	5251	2466
06/2012	5251	3613
07/2012	5251	4385
07/2012	5259	519
08/2012	5251	4644
09/2012	5251	2979
10/2012	5251	2184
11/2012	5251	14474
12/2012	5251	9136
01/2013	5251	738
02/2013	5251	217
03/2013	5251	4598
03/2013	5259	33
04/2013	5251	3188
05/2013	5251	1253
06/2013	5251	611
07/2013	5251	2500
07/2013	5259	7
08/2013	5251	1317
09/2013	5251	1826
10/2013	5251	1613
11/2013	5251	5954
11/2013	5259	72
12/2013	5251	4211
01/2014	5251	1186
02/2014	5251	2150
03/2014	5251	2510
04/2014	5251	1828
05/2014	5251	1257
06/2014	5251	6370
07/2014	5251	1316
08/2014	5251	4750
