obdobi	kod	cena
12/1999	62591	0
10/2000	62591	0
09/2004	62594	6
02/2007	62591	23
02/2007	62594	9
03/2007	62591	33
03/2007	62594	16
11/2007	62591	24
10/2008	62591	10
07/2009	62594	527
08/2009	62594	313
09/2009	62594	29
10/2009	62594	82
11/2009	62591	27
11/2009	62594	392
08/2011	62594	1
05/2012	62591	0
05/2012	62594	25
09/2012	62591	1
02/2013	62591	148
02/2013	62594	1
03/2013	62591	270
05/2013	62591	91
06/2013	62591	26
07/2013	62591	371
07/2013	62594	3
09/2013	62591	3
10/2013	62591	490
10/2013	62594	0
11/2013	62591	476
11/2013	62594	2
12/2013	62594	1
01/2014	62591	365
01/2014	62594	1
03/2014	62591	405
04/2014	62591	304
05/2014	62591	0
05/2014	62594	6
06/2014	62591	304
06/2014	62594	1
07/2014	62591	1
07/2014	62594	0
08/2014	62591	306
08/2014	62594	0
