obdobi	kod	cena
04/2001	67685	9
10/2002	67685	9
09/2003	67682	33
09/2003	67683	11
03/2004	67685	6573
06/2004	67685	14153
07/2004	67688	30
09/2007	67685	624
10/2007	67685	371
11/2007	67685	13
05/2008	67686	6
08/2008	67686	1
10/2008	67681	5
10/2008	67682	557
12/2008	67685	2
12/2008	67686	2
01/2009	67685	1
01/2009	67686	2
01/2009	67688	22
04/2009	67688	7
06/2009	67681	3
06/2009	67684	0
06/2009	67685	14
06/2009	67686	2
07/2009	67685	1
04/2010	67685	2
06/2010	67682	8
07/2010	67688	11
03/2012	67682	4
09/2012	67685	111
01/2013	67682	305
07/2013	67682	2
07/2013	67683	1
07/2013	67684	3
09/2013	67682	0
02/2014	67682	224
