obdobi	kod	cena
06/1999	2221	3771
01/2001	2221	7766
02/2001	2221	7503
03/2001	2221	10708
04/2001	2221	13811
05/2001	2221	14126
10/2002	2221	2812
12/2002	2221	4692
01/2003	2221	17288
02/2003	2221	3449
03/2003	2221	7844
05/2003	2221	8170
06/2003	2221	7074
06/2003	2222	11928
02/2004	2221	15389
03/2004	2221	1038
04/2004	2221	12345
09/2006	2221	1
03/2009	2224	1
06/2010	2222	3848
10/2011	2221	6026
11/2011	2221	11880
01/2012	2221	13054
02/2012	2221	15783
09/2012	2222	69
04/2013	2222	13
05/2013	2222	19837
07/2013	2222	3774
08/2013	2222	16301
09/2013	2221	6
09/2013	2222	19204
10/2013	2221	7
11/2013	2221	19
11/2013	2222	5816
12/2013	2222	7859
01/2014	2221	11
01/2014	2222	8954
02/2014	2221	25
03/2014	2221	1493
04/2014	2221	7
05/2014	2221	18
06/2014	2221	7
07/2014	2221	34
08/2014	2221	5
