obdobi	kod	cena
02/2001	77627	104
10/2001	77621	55
09/2002	77629	3
03/2003	77629	1
06/2003	77621	3
02/2004	77627	2
03/2004	77629	3
05/2004	77629	2
03/2005	77629	2
05/2005	77629	3
01/2006	77627	1
11/2006	77627	2
03/2009	77629	385
04/2009	77629	40
06/2009	77629	117
10/2010	77629	351
12/2010	77629	709
04/2011	77627	88
07/2011	77627	47
08/2011	77627	939
10/2011	77627	969
12/2011	77627	1
02/2012	77627	955
03/2012	77627	47
04/2012	77627	1
04/2012	77629	0
05/2012	77627	1
07/2012	77627	802
08/2012	77627	2
09/2012	77627	1
12/2012	77627	986
01/2013	77627	38
02/2013	77627	1
03/2013	77621	10
03/2013	77623	952
03/2013	77629	1
04/2013	77627	1
05/2013	77623	1
05/2013	77627	1
06/2013	77623	2
07/2013	77623	1
07/2013	77627	1
09/2013	77627	1
11/2013	77627	711
12/2013	77621	61
12/2013	77627	740
02/2014	77627	1
03/2014	77627	1
04/2014	77627	806
06/2014	77627	1
07/2014	77627	88
08/2014	77627	1
