obdobi	kod	cena
03/2000	6782	174
04/2000	6782	316
05/2000	6782	364
03/2001	6782	358
04/2001	6782	97
05/2001	6782	726
10/2001	6782	672
03/2002	6782	659
05/2002	6782	640
06/2002	6782	642
10/2002	6782	622
12/2002	6782	9
02/2003	6782	688
04/2003	6782	725
05/2003	6782	730
06/2003	6782	1803
07/2003	6782	1457
08/2003	6782	744
11/2003	6782	753
12/2003	6782	563
01/2004	6781	385
01/2004	6782	833
02/2004	6782	1578
03/2004	6782	1624
04/2004	6782	1647
05/2004	6782	1788
06/2004	6782	2093
07/2004	6782	1671
01/2005	6782	10
02/2005	6782	1505
03/2005	6782	71
04/2005	6782	1822
05/2005	6782	2495
06/2005	6782	4061
07/2005	6782	3797
08/2005	6782	1804
09/2005	6782	4258
10/2005	6782	3065
11/2005	6782	3593
12/2005	6782	1381
01/2006	6782	1532
02/2006	6782	5146
03/2006	6782	4686
04/2006	6782	6775
05/2006	6782	9140
06/2006	6782	6217
07/2006	6781	209
07/2006	6782	6027
08/2006	6781	207
08/2006	6782	1546
09/2006	6782	2367
10/2006	6782	7191
11/2006	6782	6115
12/2006	6782	4232
01/2007	6781	1
01/2007	6782	5098
02/2007	6782	3877
03/2007	6782	5794
04/2007	6782	6192
05/2007	6782	7775
06/2007	6782	9488
07/2007	6782	2416
08/2007	6782	6967
09/2007	6782	5287
10/2007	6781	3034
10/2007	6782	5918
11/2007	6781	5488
11/2007	6782	6291
12/2007	6782	3927
01/2008	6782	4714
02/2008	6782	4797
03/2008	6782	6422
04/2008	6782	9043
05/2008	6781	1
05/2008	6782	7380
06/2008	6782	8531
07/2008	6782	16091
08/2008	6782	5219
09/2008	6782	1693
10/2008	6782	699
11/2008	6782	3970
12/2008	6782	1735
01/2009	6782	449
02/2009	6781	27
02/2009	6782	2044
03/2009	6781	323
03/2009	6782	926
04/2009	6781	1213
04/2009	6782	1101
05/2009	6781	2264
05/2009	6782	4734
06/2009	6781	0
06/2009	6782	5089
07/2009	6781	0
07/2009	6782	4085
08/2009	6782	5144
09/2009	6781	135
09/2009	6782	6025
10/2009	6781	0
10/2009	6782	9126
11/2009	6781	1
11/2009	6782	1836
12/2009	6781	1401
12/2009	6782	5875
01/2010	6781	15
01/2010	6782	1249
02/2010	6781	1003
02/2010	6782	17594
03/2010	6782	9088
04/2010	6782	5840
05/2010	6782	3813
06/2010	6782	7139
07/2010	6782	22103
08/2010	6781	0
08/2010	6782	7133
09/2010	6781	8
09/2010	6782	9059
10/2010	6781	1
10/2010	6782	1317
11/2010	6781	91
11/2010	6782	13967
12/2010	6781	2
12/2010	6782	24623
01/2011	6781	149
01/2011	6782	20951
02/2011	6781	1188
02/2011	6782	17188
03/2011	6781	3
03/2011	6782	27676
04/2011	6781	6
04/2011	6782	19275
05/2011	6781	1
05/2011	6782	23007
06/2011	6781	1
06/2011	6782	20934
07/2011	6781	91
07/2011	6782	24511
08/2011	6781	1
08/2011	6782	11039
09/2011	6781	2
09/2011	6782	20022
10/2011	6781	1
10/2011	6782	4540
11/2011	6781	1
11/2011	6782	16823
12/2011	6781	0
12/2011	6782	5727
01/2012	6781	0
01/2012	6782	15243
02/2012	6781	0
02/2012	6782	15208
03/2012	6781	1
03/2012	6782	17189
04/2012	6781	1
04/2012	6782	24169
05/2012	6781	0
05/2012	6782	9789
06/2012	6781	1023
06/2012	6782	9522
07/2012	6781	1555
07/2012	6782	9243
08/2012	6781	0
08/2012	6782	4125
09/2012	6781	0
09/2012	6782	3515
10/2012	6781	0
10/2012	6782	3704
11/2012	6781	0
11/2012	6782	8855
12/2012	6781	904
12/2012	6782	3624
01/2013	6781	0
01/2013	6782	10559
02/2013	6781	0
02/2013	6782	17829
03/2013	6781	0
03/2013	6782	8459
04/2013	6781	2
04/2013	6782	12401
05/2013	6781	4
05/2013	6782	19634
06/2013	6781	2
06/2013	6782	15011
07/2013	6781	2
07/2013	6782	15256
08/2013	6781	2
08/2013	6782	1893
09/2013	6781	2
09/2013	6782	5733
10/2013	6781	2
10/2013	6782	8895
11/2013	6781	0
11/2013	6782	7002
12/2013	6781	0
12/2013	6782	2601
01/2014	6781	0
01/2014	6782	12679
02/2014	6781	5
02/2014	6782	11513
03/2014	6781	1
03/2014	6782	6541
04/2014	6781	0
04/2014	6782	8708
05/2014	6781	0
05/2014	6782	13142
06/2014	6782	15075
07/2014	6781	1
07/2014	6782	16182
08/2014	6782	10379
