obdobi	kod	cena
01/1999	74363	162
03/1999	74363	66
04/1999	74363	24
05/1999	74363	57
06/1999	74369	11
08/1999	74363	32
11/1999	74363	98
11/1999	74364	6
12/1999	74363	11
02/2000	74363	11
02/2000	74364	54
03/2000	74363	103
04/2000	74363	401
04/2000	74369	74
05/2000	74363	46
06/2000	74369	74
07/2000	74369	149
08/2000	74363	11
08/2000	74364	13
08/2000	74369	146
09/2000	74363	13
09/2000	74369	74
10/2000	74363	2
10/2000	74364	6
10/2000	74369	36
11/2000	74369	73
12/2000	74369	71
02/2001	74363	15
02/2001	74369	72
03/2001	74363	42
03/2001	74364	4
04/2001	74369	70
05/2001	74361	35
05/2001	74363	43
05/2001	74369	102
08/2001	74363	48
08/2001	74364	2
08/2001	74369	15
09/2001	74363	6
10/2001	74363	7
10/2001	74369	102
11/2001	74369	61
12/2001	74363	105
12/2001	74369	317
01/2002	74369	44
02/2002	74363	2
02/2002	74369	108
03/2002	74363	8
03/2002	74369	63
04/2002	74364	2
04/2002	74369	75
05/2002	74361	2
05/2002	74363	3
05/2002	74369	53
07/2002	74363	5
07/2002	74369	48
08/2002	74363	32
08/2002	74369	19
09/2002	74363	8
09/2002	74369	64
10/2002	74361	2
10/2002	74363	23
10/2002	74364	1
10/2002	74367	10
10/2002	74369	364
11/2002	74363	82
11/2002	74364	57
11/2002	74369	28
12/2002	74363	3
12/2002	74369	179
01/2003	74367	9
01/2003	74369	123
02/2003	74363	34
02/2003	74369	160
03/2003	74363	52
03/2003	74364	19
03/2003	74369	110
04/2003	74363	1
04/2003	74369	165
05/2003	74369	133
06/2003	74361	5
06/2003	74369	255
07/2003	74363	32
07/2003	74369	361
08/2003	74363	69
08/2003	74364	29
08/2003	74369	80
10/2003	74361	22
10/2003	74369	30
12/2003	74363	6
12/2003	74369	49
01/2004	74361	4
01/2004	74362	293
01/2004	74369	3
02/2004	74364	3
03/2004	74361	22
03/2004	74367	18
03/2004	74369	2
04/2004	74363	28
04/2004	74364	5
05/2004	74364	5
05/2004	74367	354
06/2004	74363	35
06/2004	74367	89
06/2004	74369	6
07/2004	74363	976
07/2004	74364	39
07/2004	74369	15
08/2004	74363	684
08/2004	74364	2
09/2004	74363	1
09/2004	74364	42
10/2004	74361	816
10/2004	74362	66
10/2004	74363	2
10/2004	74364	3
10/2004	74369	36
11/2004	74361	2
11/2004	74363	1
11/2004	74369	32
12/2004	74361	486
12/2004	74363	3
12/2004	74364	8
12/2004	74367	77
12/2004	74369	23
01/2005	74361	601
01/2005	74363	2
01/2005	74364	8
01/2005	74369	55
02/2005	74361	689
02/2005	74363	3
02/2005	74364	5
02/2005	74367	266
02/2005	74369	23
03/2005	74361	831
03/2005	74363	2
03/2005	74369	84
04/2005	74361	889
04/2005	74363	9
04/2005	74364	11
04/2005	74369	6
05/2005	74361	127
05/2005	74363	2
05/2005	74364	5
05/2005	74369	91
06/2005	74361	1
06/2005	74363	267
06/2005	74369	41
07/2005	74361	2
07/2005	74363	32
07/2005	74369	1
08/2005	74361	322
08/2005	74369	220
09/2005	74361	3
09/2005	74369	104
10/2005	74361	306
10/2005	74369	54
12/2005	74361	6
12/2005	74369	4
01/2006	74361	1
01/2006	74363	7
01/2006	74369	69
02/2006	74361	3
02/2006	74369	19
03/2006	74361	5
03/2006	74363	110
04/2006	74361	103
04/2006	74369	29
05/2006	74361	724
05/2006	74369	890
06/2006	74361	532
06/2006	74363	13
