obdobi	kod	cena
05/1999	78421	1
08/1999	78421	28
11/1999	78421	76
02/2000	78421	5
02/2000	78425	22
03/2000	78425	2
04/2000	78425	2
03/2001	78421	14
04/2001	78425	3
05/2001	78421	8
05/2004	78421	2
08/2004	78421	22
09/2004	78421	16
10/2004	78421	22
04/2005	78421	7
07/2005	78421	12
12/2005	78421	880
01/2006	78421	35
03/2006	78421	21
05/2006	78421	5
08/2006	78421	3
09/2006	78421	1
11/2006	78421	8
01/2007	78421	174
03/2007	78421	1
04/2007	78421	11
07/2007	78421	244
10/2007	78421	7
10/2007	78425	5
03/2008	78421	4
07/2008	78421	12
02/2010	78425	3
03/2011	78421	1
10/2011	78421	194
12/2011	78421	144
02/2012	78421	2
06/2012	78421	2
06/2012	78425	38
07/2012	78421	2
08/2012	78421	253
10/2012	78421	1
12/2012	78421	7
02/2013	78421	3
11/2013	78421	7
01/2014	78421	3
02/2014	78421	1
07/2014	78421	3
08/2014	78421	2
