obdobi	kod	cena
04/2005	63542	113
08/2005	63542	352
09/2005	63549	100
10/2008	63542	49
01/2009	63549	128
03/2009	63549	68
06/2009	63549	160
07/2009	63549	46
08/2009	63549	23
09/2009	63549	46
11/2009	63549	120
01/2010	63549	26
02/2010	63549	137
03/2010	63549	78
04/2010	63541	2
04/2010	63549	160
05/2010	63549	78
06/2010	63549	52
07/2010	63549	49
08/2010	63549	49
09/2010	63549	46
11/2010	63549	116
02/2011	63549	94
11/2011	63549	1
12/2011	63549	11
04/2012	63549	22
05/2012	63549	45
06/2012	63541	6
06/2012	63549	0
11/2012	63542	3
05/2013	63549	1
08/2013	63549	0
12/2013	63541	1
01/2014	63549	0
