obdobi	kod	cena
10/1999	65847	2
06/2000	65845	0
08/2000	65847	11
11/2000	65846	1
11/2000	65847	5
09/2001	65846	67
10/2001	65847	3
08/2002	65842	2
08/2002	65847	2
01/2003	65842	2
05/2004	65845	50
12/2004	65845	4
02/2008	65843	7
08/2008	65841	1211
03/2009	65847	19
05/2009	65845	0
06/2009	65844	0
06/2009	65847	6
09/2009	65847	7
02/2010	65847	5
03/2010	65845	1
11/2010	65842	2372
06/2011	65847	203
08/2011	65845	7
10/2011	65847	139
03/2012	65847	33
06/2012	65845	1
07/2012	65846	1
11/2012	65847	3
06/2013	65846	3
07/2013	65847	127
08/2013	65848	1
09/2013	65847	0
10/2013	65842	408
10/2013	65847	7
10/2013	65848	1
12/2013	65845	1
12/2013	65848	7
01/2014	65845	5
03/2014	65841	1
03/2014	65846	1
04/2014	65842	92
04/2014	65847	7
