obdobi	kod	cena
02/2000	7522	25
02/2002	7522	20
03/2002	7522	3
04/2002	7522	2
05/2002	7522	31
08/2002	7522	28
09/2002	7522	420
10/2002	7522	1
12/2002	7522	31
03/2003	7522	116
04/2003	7522	100
07/2003	7522	316
08/2003	7522	44
10/2003	7522	40
01/2004	7522	53
06/2004	7522	125
07/2004	7522	26
01/2005	7522	142
02/2005	7522	320
04/2005	7522	51
06/2005	7522	246
11/2005	7522	74
01/2006	7522	3
03/2006	7522	13
05/2006	7522	72
06/2006	7522	684
07/2006	7522	23
08/2006	7522	13
09/2006	7522	976
10/2006	7522	199
01/2007	7522	30
04/2007	7522	1
05/2007	7522	2
06/2007	7522	6
08/2007	7522	30
09/2007	7522	62
10/2007	7522	30
12/2007	7522	7
01/2008	7522	18
09/2008	7522	624
11/2008	7522	28
02/2009	7522	16
06/2009	7522	29
07/2009	7522	22
08/2009	7522	4
10/2009	7522	14
11/2009	7522	25
12/2009	7522	5
01/2010	7522	69
03/2010	7522	33
04/2010	7522	97
06/2010	7522	4
07/2010	7522	160
08/2010	7522	5
09/2010	7522	13
10/2010	7522	34
11/2010	7522	62
12/2010	7522	806
02/2011	7522	1
03/2011	7522	10
04/2011	7522	8
06/2011	7522	6
07/2011	7522	1
08/2011	7522	192
12/2011	7522	39
01/2012	7522	35
02/2012	7522	3
04/2012	7522	34
05/2012	7522	28
06/2012	7522	6
07/2012	7522	5
08/2012	7522	25
09/2012	7522	55
10/2012	7522	2
11/2012	7522	4
12/2012	7522	9
01/2013	7522	20
02/2013	7522	3
03/2013	7522	150
05/2013	7522	7
06/2013	7522	244
07/2013	7522	21
08/2013	7522	20
09/2013	7522	84
10/2013	7522	21
11/2013	7522	356
12/2013	7522	120
01/2014	7522	271
02/2014	7522	595
03/2014	7522	3
04/2014	7522	30
05/2014	7522	90
