obdobi	kod	cena
11/2005	0481	55
03/2006	0481	122
08/2006	0484	5
11/2006	0481	272
12/2006	0481	256
09/2007	0481	159
01/2008	0481	114
09/2008	0481	157
11/2008	0484	14
01/2009	0481	185
11/2009	0481	174
04/2010	0481	151
04/2010	0484	77
06/2010	0484	19
07/2010	0484	181
08/2010	0481	132
11/2010	0481	142
02/2011	0481	155
05/2011	0481	199
06/2011	0484	1
07/2011	0484	1
08/2011	0481	262
12/2011	0481	366
02/2012	0484	567
03/2012	0481	374
05/2012	0481	777
06/2012	0481	314
09/2012	0481	394
10/2012	0481	110
11/2012	0484	94
01/2013	0481	262
02/2013	0481	80
04/2013	0481	567
04/2013	0484	235
06/2013	0484	435
08/2013	0481	539
09/2013	0481	70
09/2013	0484	291
10/2013	0484	429
11/2013	0481	9
12/2013	0481	270
12/2013	0484	1
01/2014	0481	362
01/2014	0484	90
02/2014	0481	557
02/2014	0484	207
04/2014	0482	331
05/2014	0481	576
05/2014	0484	519
07/2014	0481	288
08/2014	0481	578
08/2014	0484	396
