obdobi	kod	cena
05/2000	66495	21
10/2000	66495	69
01/2001	66495	46
06/2001	66495	55
08/2001	66495	2
09/2001	66495	60
12/2001	66495	242
03/2002	66495	601
03/2002	66496	112
05/2002	66496	390
06/2002	66494	4
09/2002	66496	3
10/2002	66496	16
11/2002	66496	776
12/2002	66496	2
02/2003	66495	200
03/2003	66494	9
04/2003	66496	3
05/2003	66496	1
06/2003	66496	5
07/2003	66496	5
08/2003	66496	1
09/2003	66496	158
10/2003	66496	506
11/2003	66496	764
12/2003	66495	74
12/2003	66496	4
01/2004	66496	3
03/2004	66496	2
04/2004	66496	1
05/2004	66495	52
05/2004	66496	1
06/2004	66496	2
07/2004	66496	1
08/2004	66496	1
09/2004	66496	561
10/2004	66495	2
11/2004	66496	2
12/2004	66491	22
01/2005	66491	4
01/2005	66496	1
02/2005	66493	1
02/2005	66496	1
04/2005	66496	1
05/2005	66491	21
06/2005	66491	7
06/2005	66496	490
07/2005	66496	212
09/2005	66496	417
10/2005	66491	41
10/2005	66496	429
11/2005	66496	423
12/2005	66496	1
01/2006	66496	8
02/2006	66496	1
03/2006	66491	14
03/2006	66496	2
04/2006	66491	73
04/2006	66496	2
05/2006	66496	1
06/2006	66491	6
06/2006	66496	1
07/2006	66496	710
08/2006	66496	2
09/2006	66491	3
09/2006	66496	1
10/2006	66496	4
11/2006	66493	528
11/2006	66496	2
12/2006	66493	13
12/2006	66495	23
01/2007	66495	116
02/2007	66491	176
02/2007	66496	2
04/2007	66493	4
04/2007	66496	1
05/2007	66493	1
05/2007	66496	3
06/2007	66493	3
07/2007	66491	6
07/2007	66495	172
08/2007	66491	57
08/2007	66495	8
08/2007	66496	2
09/2007	66491	8
09/2007	66495	51
09/2007	66496	2
10/2007	66491	1
10/2007	66496	1
11/2007	66493	15
11/2007	66495	83
11/2007	66496	3
12/2007	66491	18
12/2007	66493	1
12/2007	66495	613
01/2008	66491	9
01/2008	66495	15
02/2008	66491	9
03/2008	66495	66
04/2008	66496	790
06/2008	66491	4
06/2008	66493	22
07/2008	66491	32
07/2008	66496	127
09/2008	66493	175
09/2008	66496	290
10/2008	66491	7
10/2008	66493	136
02/2009	66491	5
02/2009	66493	101
03/2009	66491	17
03/2009	66493	413
03/2009	66495	3
04/2009	66491	6
04/2009	66492	4
04/2009	66493	103
04/2009	66495	9
06/2009	66491	20
06/2009	66493	86
07/2009	66491	24
07/2009	66493	115
08/2009	66491	832
08/2009	66493	2
08/2009	66495	16
09/2009	66491	26
10/2009	66491	1
10/2009	66493	151
11/2009	66491	12
11/2009	66493	1
12/2009	66491	12
12/2009	66493	1
01/2010	66491	3
01/2010	66493	24
02/2010	66491	26
02/2010	66493	4
05/2010	66491	6
05/2010	66495	73
06/2010	66491	3
06/2010	66493	31
07/2010	66491	10
07/2010	66495	1
08/2010	66493	4
11/2010	66493	9
12/2010	66491	3
12/2010	66495	224
01/2011	66496	1
02/2011	66495	70
02/2011	66496	26
03/2011	66491	12
03/2011	66494	0
04/2011	66491	38
06/2011	66493	10
06/2011	66495	141
07/2011	66491	7
10/2011	66493	32
11/2011	66491	2
11/2011	66493	38
12/2011	66493	28
12/2011	66495	57
01/2012	66491	14
02/2012	66493	9
02/2012	66495	38
05/2012	66495	12
06/2012	66491	2
06/2012	66495	2
07/2012	66493	0
07/2012	66495	2
08/2012	66495	849
09/2012	66495	103
10/2012	66493	5
10/2012	66494	5
10/2012	66495	285
11/2012	66491	24
11/2012	66495	1
12/2012	66491	2
12/2012	66496	2
01/2013	66495	2
02/2013	66495	3
03/2013	66493	1
03/2013	66495	260
04/2013	66491	14
04/2013	66495	568
05/2013	66495	229
06/2013	66493	10
06/2013	66495	316
06/2013	66496	147
07/2013	66491	0
07/2013	66495	165
07/2013	66496	316
08/2013	66491	0
08/2013	66495	791
08/2013	66496	172
09/2013	66491	3
09/2013	66495	184
10/2013	66494	67
10/2013	66495	73
11/2013	66491	9
11/2013	66493	5
11/2013	66495	64
12/2013	66491	24
12/2013	66495	267
12/2013	66496	24
01/2014	66491	0
01/2014	66495	66
02/2014	66493	12
02/2014	66495	372
03/2014	66491	0
03/2014	66493	3
03/2014	66495	243
03/2014	66496	739
04/2014	66493	0
04/2014	66495	36
05/2014	66491	12
05/2014	66493	3
05/2014	66495	229
05/2014	66496	263
06/2014	66493	7
06/2014	66495	48
07/2014	66491	0
07/2014	66493	4
07/2014	66495	87
08/2014	66493	5
08/2014	66495	48
