obdobi	kod	cena
05/2002	33511	1
06/2002	33511	1
06/2002	33512	231
07/2003	33511	4
09/2003	33511	1
02/2008	33511	22
10/2008	33511	7
12/2009	33511	34
01/2010	33511	7
06/2010	33511	4
07/2010	33511	41
08/2010	33511	13
09/2010	33511	0
10/2010	33511	2
11/2010	33511	1
02/2011	33511	1
06/2011	33511	3
08/2011	33511	1716
09/2011	33511	42
10/2011	33511	3
11/2011	33512	113
12/2011	33511	24
01/2012	33511	22
03/2012	33511	43
03/2012	33512	0
04/2012	33511	21
04/2012	33512	30
06/2012	33511	32
07/2012	33511	32
08/2012	33511	22
10/2012	33511	21
11/2012	33511	21
11/2012	33512	17
01/2013	33511	22
02/2013	33511	1
03/2013	33511	22
04/2013	33512	31
05/2013	33511	29
06/2013	33511	22
07/2013	33511	22
08/2013	33511	66
09/2013	33511	9
10/2013	33511	31
11/2013	33511	101
01/2014	33511	76
03/2014	33511	24
04/2014	33511	158
07/2014	33511	24
08/2014	33511	24
