obdobi	kod	cena
06/1999	74121	61
10/2002	74128	15
12/2002	74123	2
09/2006	74123	3
11/2006	74123	192
04/2008	74123	142
08/2008	74123	3465
05/2009	74123	14
08/2009	7412	26
08/2009	74128	28
09/2009	74128	96
12/2009	74123	1097
03/2010	74123	123
05/2010	74123	800
08/2010	74123	7110
03/2011	74123	2885
03/2011	74128	155
05/2011	74123	1469
08/2011	74123	1777
09/2011	74123	1209
09/2011	74128	208
10/2011	74123	3108
11/2011	74123	1
12/2011	74123	117
02/2012	74123	2390
03/2012	74128	1
05/2012	74123	1280
07/2012	74123	855
07/2012	74128	388
10/2012	74123	3587
11/2012	74123	2951
01/2013	74123	236
03/2013	74123	483
03/2013	74128	98
04/2013	74128	6734
05/2013	74123	809
06/2013	74123	1463
07/2013	74123	2066
10/2013	74123	832
11/2013	74123	6525
11/2013	74128	2169
01/2014	74123	76
01/2014	74128	23
02/2014	74123	3143
02/2014	74128	779
05/2014	74123	5285
05/2014	74128	1942
06/2014	74123	1972
07/2014	74123	2262
07/2014	74128	738
08/2014	74123	1227
08/2014	74128	473
