obdobi	kod	cena
02/1999	53311	2876
06/1999	53311	3322
07/1999	53311	3310
08/1999	53311	1109
10/1999	53311	1113
12/1999	53311	4569
01/2000	53311	8427
03/2000	53311	5737
04/2000	53311	5324
05/2000	53311	14520
06/2000	53311	2785
07/2000	53311	6340
08/2000	53311	10449
09/2000	53311	2935
10/2000	53311	5527
11/2000	53311	10573
12/2000	53311	5713
01/2001	53311	11
03/2001	53311	2784
05/2001	53311	9303
06/2001	53311	5332
09/2001	53311	2733
11/2001	53311	1529
12/2001	53311	4131
01/2002	53311	4384
02/2002	53311	4330
03/2002	53311	916
04/2002	53311	6884
05/2002	53311	3643
07/2002	53311	3509
08/2002	53311	5256
10/2002	53311	6417
11/2002	53311	540
12/2002	53311	863
01/2003	53311	4652
02/2003	53311	10832
03/2003	53311	5292
04/2003	53311	2266
05/2003	53311	3699
06/2003	53311	5862
07/2003	53311	7567
08/2003	53311	9608
09/2003	53311	6649
10/2003	53311	5933
11/2003	53311	9982
12/2003	53311	19797
05/2004	53311	8175
06/2004	53311	27000
07/2004	53311	15536
08/2004	53311	5181
09/2004	53311	8946
10/2004	53311	2665
11/2004	53311	5214
12/2004	53311	9920
01/2005	53311	5362
02/2005	53311	7767
03/2005	53311	8678
03/2005	53317	70
04/2005	53311	3935
05/2005	53311	7069
05/2005	53317	88
06/2005	53311	4093
06/2005	53317	39
07/2005	53311	4213
08/2005	53311	5016
09/2005	53311	7334
09/2005	53317	83
10/2005	53311	4878
10/2005	53314	41
11/2005	53311	3364
12/2005	53311	9164
12/2005	53317	135
01/2006	53311	6595
02/2006	53311	813
03/2006	53311	10590
04/2006	53311	9998
04/2006	53317	182
05/2006	53311	3244
06/2006	53311	7562
07/2006	53311	7944
08/2006	53311	3998
09/2006	53311	8450
10/2006	53311	6292
11/2006	53311	3218
12/2006	53311	9091
01/2007	53311	14888
02/2007	53311	5600
03/2007	53311	6342
04/2007	53311	3783
05/2007	53311	18831
05/2007	53317	4
06/2007	53311	21952
07/2007	53311	23224
08/2007	53311	5825
09/2007	53311	6733
10/2007	53311	4268
11/2007	53311	10160
12/2007	53311	21918
01/2008	53311	4812
02/2008	53311	6602
03/2008	53311	4942
03/2008	53317	118
03/2008	53318	606
04/2008	53311	10183
05/2008	53311	8626
06/2008	53311	10592
07/2008	53311	8067
08/2008	53311	6386
09/2008	53311	8834
11/2008	53311	3428
11/2008	53317	103
11/2008	53318	532
12/2008	53311	14398
01/2009	53311	3104
03/2009	53311	815
04/2009	53311	8039
05/2009	53311	9849
06/2009	53311	7068
08/2009	53311	2239
09/2009	53311	4366
10/2009	53311	6956
11/2009	53311	3515
12/2009	53311	4973
01/2010	53311	3023
02/2010	53311	14448
03/2010	53311	3091
04/2010	53311	5448
04/2010	53317	6
05/2010	53311	5836
06/2010	53311	12080
06/2010	53317	9
07/2010	53311	7926
07/2010	53317	3
08/2010	53311	11852
09/2010	53311	838
09/2010	53317	0
10/2010	53311	779
11/2010	53311	5198
11/2010	53317	6
12/2010	53311	4137
12/2010	53317	12
01/2011	53311	8862
02/2011	53311	6659
03/2011	53311	1668
04/2011	53311	2605
05/2011	53311	5206
06/2011	53311	5399
07/2011	53311	3183
07/2011	53317	183
08/2011	53311	3013
08/2011	53317	33
09/2011	53311	2964
10/2011	53311	3310
10/2011	53317	7
11/2011	53311	4464
11/2011	53317	77
01/2012	53311	4905
02/2012	53317	0
04/2012	53311	5
05/2012	53311	10
07/2012	53317	16
08/2012	53317	501
09/2012	53317	19
10/2012	53311	1622
10/2012	53317	14
11/2012	53311	1561
11/2012	53314	9
11/2012	53317	513
12/2012	53311	806
12/2012	53317	266
02/2013	53317	1
03/2013	53317	14
05/2013	53311	22
05/2013	53317	16
06/2013	53311	14
07/2013	53317	5
08/2013	53311	2847
09/2013	53311	29
10/2013	53311	29
11/2013	53311	3
11/2013	53317	243
12/2013	53311	9
01/2014	53317	272
06/2014	53311	4
06/2014	53317	0
07/2014	53317	41
