obdobi	kod	cena
01/1999	07522	12
01/1999	07527	3
01/1999	07529	4
02/1999	07529	5
03/1999	07522	388
03/1999	07526	6
03/1999	07527	15
03/1999	07529	6
04/1999	07522	241
04/1999	07526	33
04/1999	07529	7
05/1999	07529	3
06/1999	07522	3
06/1999	07529	43
07/1999	07522	11
07/1999	07525	26
07/1999	07527	117
07/1999	07529	8
08/1999	07522	50
08/1999	07527	38
09/1999	07522	44
09/1999	07523	162
09/1999	07526	47
09/1999	07527	16
09/1999	07529	4
10/1999	07522	129
10/1999	07523	135
10/1999	07527	11
10/1999	07529	7
11/1999	07522	12
11/1999	07526	2
11/1999	07527	3
11/1999	07529	226
12/1999	07522	272
12/1999	07526	4
12/1999	07527	441
12/1999	07529	15
01/2000	07522	22
01/2000	07526	16
01/2000	07527	13
01/2000	07528	130
01/2000	07529	7
02/2000	07522	289
02/2000	07526	1
02/2000	07527	6
02/2000	07529	6
03/2000	07522	113
03/2000	07526	5
03/2000	07527	9
03/2000	07529	27
04/2000	07522	333
04/2000	07526	8
04/2000	07527	242
04/2000	07529	3
05/2000	07527	263
05/2000	07529	14
06/2000	07522	276
06/2000	07527	7
06/2000	07529	17
07/2000	07522	4
07/2000	07523	71
07/2000	07527	67
07/2000	07529	10
08/2000	07522	112
08/2000	07527	26
08/2000	07529	36
09/2000	07522	28
09/2000	07525	595
09/2000	07526	20
09/2000	07527	87
09/2000	07529	82
10/2000	07522	18
10/2000	07526	2
10/2000	07527	201
10/2000	07529	177
11/2000	07523	167
11/2000	07526	0
11/2000	07527	97
11/2000	07529	21
12/2000	07522	8
12/2000	07523	82
12/2000	07527	112
01/2001	07526	21
01/2001	07527	7
01/2001	07529	29
02/2001	07522	12
02/2001	07526	4
02/2001	07527	117
02/2001	07529	14
03/2001	07522	19
03/2001	07523	78
03/2001	07526	23
03/2001	07527	74
03/2001	07529	34
04/2001	07526	20
04/2001	07527	136
04/2001	07529	14
05/2001	07522	66
05/2001	07526	9
05/2001	07527	160
05/2001	07529	36
06/2001	07523	79
06/2001	07526	8
06/2001	07527	143
06/2001	07529	28
07/2001	07522	3
07/2001	07523	163
07/2001	07527	87
08/2001	07522	2
08/2001	07526	56
08/2001	07527	101
09/2001	07526	14
09/2001	07527	99
09/2001	07529	44
10/2001	07521	8
10/2001	07522	9
10/2001	07523	158
10/2001	07526	10
10/2001	07527	27
10/2001	07529	8
11/2001	07522	3
11/2001	07526	10
11/2001	07527	126
11/2001	07529	17
12/2001	07522	17
12/2001	07526	12
