obdobi	kod	cena
03/1999	89123	7
08/2000	89123	6
09/2000	89123	40
09/2000	89129	8
10/2000	89123	28
10/2000	89129	26
11/2000	89123	42
06/2002	89123	17
12/2002	89129	63
12/2003	89121	4
05/2004	89124	5
12/2005	89122	11
10/2006	89123	8
02/2007	89123	496
02/2007	89129	1
06/2007	89123	494
09/2007	89123	22
11/2007	89123	3
11/2007	89124	79
12/2007	89123	2
01/2008	89123	499
02/2008	89123	10
02/2008	89124	2
03/2008	89123	5
04/2008	89123	1
04/2008	89129	2
05/2008	89123	976
06/2008	89123	519
07/2008	89123	1029
08/2008	89123	10
09/2008	89123	4
09/2008	89129	46
10/2008	89123	639
11/2008	89123	639
12/2008	89123	2
01/2009	89123	19
01/2009	89129	35
02/2009	89124	9
03/2009	89123	12
05/2009	89123	52
05/2009	89124	41
06/2009	89123	1
06/2009	89124	152
07/2009	89123	8
07/2009	89124	56
08/2009	89124	93
09/2009	89123	1
09/2009	89124	14
10/2009	89124	32
11/2009	89123	18
12/2009	89122	21
12/2009	89124	7
01/2010	89124	20
02/2010	89122	565
03/2010	89122	11778
03/2010	89124	124
04/2010	89122	8465
04/2010	89123	149
04/2010	89124	117
04/2010	89129	23
05/2010	89122	23
05/2010	89124	5
06/2010	89124	72
07/2010	89122	3726
07/2010	89124	108
08/2010	89124	37
08/2010	89129	280
09/2010	89124	2
10/2010	89124	40
11/2010	89122	23
11/2010	89124	2
12/2010	89122	1363
01/2011	89123	28
01/2011	89124	7
02/2011	89124	28
03/2011	89122	1303
03/2011	89124	34
05/2011	89123	1336
05/2011	89124	7
06/2011	89123	11
06/2011	89124	14
07/2011	89124	18
08/2011	89124	148
09/2011	89124	91
10/2011	89123	83
12/2011	89124	7
01/2012	89124	9
01/2012	89129	17
02/2012	89124	9
03/2012	89124	1
05/2012	89124	49
05/2012	89129	556
06/2012	89123	1
07/2012	89123	1562
07/2012	89124	116
08/2012	89124	68
09/2012	89124	2
11/2012	89123	282
11/2012	89124	3
01/2013	89124	7
02/2013	89124	8
03/2013	89124	4
04/2013	89124	1
05/2013	89124	60
06/2013	89123	1
06/2013	89124	34
06/2013	89129	2
08/2013	89124	160
09/2013	89124	3
10/2013	89122	16
10/2013	89124	38
11/2013	89123	1457
11/2013	89124	53
12/2013	89124	5
12/2013	89129	3
01/2014	89124	86
03/2014	89123	94
03/2014	89129	14
04/2014	89124	34
05/2014	89123	495
05/2014	89124	33
06/2014	89123	14
06/2014	89124	6
06/2014	89129	204
07/2014	89123	104
07/2014	89124	9
08/2014	89129	381
