obdobi	kod	cena
06/1999	6863	14
07/1999	6863	22
08/1999	6863	18
09/1999	6863	28
10/1999	6863	25
11/1999	6863	45
12/1999	6863	22
01/2000	6863	19
02/2000	6863	25
03/2000	6863	26
04/2000	6863	2
05/2000	6863	14
06/2000	6861	3648
07/2000	6861	13399
08/2000	6861	2447
04/2002	6863	16
06/2002	6863	21
07/2002	6863	2
08/2002	6863	8
09/2002	6863	18
10/2002	6861	2431
10/2002	6863	11
11/2002	6861	642
11/2002	6863	21
12/2002	6861	1273
01/2003	6861	644
01/2003	6863	17
02/2003	6863	19
04/2003	6861	1949
04/2003	6863	9
05/2003	6861	3598
06/2003	6861	4257
06/2003	6863	25
07/2003	6861	9495
08/2003	6861	4516
08/2003	6863	15
09/2003	6861	4701
10/2003	6861	1693
10/2003	6863	47
11/2003	6861	1960
12/2003	6861	1827
01/2004	6863	3
02/2004	6863	8
03/2004	6863	257
04/2004	6861	301
08/2004	6863	1
04/2005	6863	762
05/2005	6863	166
06/2005	6863	181
10/2005	6863	95
11/2005	6863	150
01/2006	6863	64
02/2006	6863	128
03/2006	6863	254
04/2006	6863	162
05/2006	6863	250
06/2006	6863	208
07/2006	6861	22850
07/2006	6863	264
08/2006	6863	48
09/2006	6863	220
10/2006	6863	56
11/2006	6863	152
12/2006	6861	10366
12/2006	6863	36
01/2007	6861	50786
02/2007	6861	94218
03/2007	6861	110522
04/2007	6861	65908
04/2007	6863	290
05/2007	6861	23524
06/2007	6861	8670
06/2007	6863	3278
07/2007	6861	16554
07/2007	6863	36
08/2007	6861	19104
08/2007	6863	12
09/2007	6863	108
10/2007	6861	7768
11/2007	6863	4
02/2008	6863	1770
03/2008	6863	4
04/2008	6863	6
05/2008	6863	2
09/2008	6863	0
11/2008	6861	1512
11/2008	6863	8
02/2009	6861	2526
03/2009	6863	12
04/2009	6863	14
05/2009	6863	2
07/2009	6863	22
08/2009	6863	2
09/2009	6863	60
11/2009	6863	16
12/2009	6863	2
01/2010	6861	356
01/2010	6863	32
03/2010	6863	174
04/2010	6863	20
05/2010	6863	44
06/2010	6863	300
07/2010	6863	26
08/2010	6863	18
09/2010	6863	26
10/2010	6863	36
11/2010	6863	10
12/2010	6863	10
01/2011	6863	6
02/2011	6863	62
03/2011	6863	2
