obdobi	kod	cena
01/1999	23212	1
02/1999	23217	218
03/1999	23217	58
06/1999	23217	355
08/1999	23217	268
11/1999	23217	1199
12/1999	23217	1471
06/2000	23217	1986
07/2000	23217	1012
08/2000	23217	642
10/2000	23217	3519
11/2000	23213	35
11/2000	23217	1844
02/2003	23219	59
07/2003	23219	209
03/2004	23219	170
04/2006	23214	28
09/2006	23215	833
11/2006	23211	49
05/2007	23213	4
09/2007	23211	7
09/2007	23213	3
10/2007	23219	32
05/2008	23219	1
07/2008	23219	4
08/2008	23216	1028
01/2009	23211	110
03/2009	23211	16
05/2009	23219	1
06/2009	23219	10
07/2009	23217	67
11/2009	23217	8
12/2009	23211	31
01/2010	23219	0
03/2010	23211	7
03/2010	23219	204
06/2010	23211	382
06/2010	23219	2
07/2010	23219	35
09/2010	23219	3
10/2010	23214	121
10/2010	23219	11
01/2011	23217	461
03/2011	23219	1
04/2011	23215	4
05/2011	23211	734
05/2011	23217	807
06/2011	23219	1
07/2011	23214	125
07/2011	23217	404
08/2011	23211	108
08/2011	23217	1367
09/2011	23212	1587
10/2011	23211	236
10/2011	23215	10
11/2011	23214	136
12/2011	23214	159
12/2011	23215	6
01/2012	23211	326
03/2012	23217	497
05/2012	23211	161
05/2012	23217	549
06/2012	23211	155
06/2012	23217	1138
07/2012	23215	92
08/2012	23212	1475
08/2012	23215	66
09/2012	23217	125
10/2012	23215	423
10/2012	23219	2
12/2012	23211	21
04/2013	23219	12
05/2013	23211	20
05/2013	23212	2385
05/2013	23217	16
06/2013	23214	161
08/2013	23211	21
09/2013	23212	1019
11/2013	23211	39
01/2014	23215	2
02/2014	23215	17
02/2014	23217	155
02/2014	23219	63
05/2014	23211	5
05/2014	23214	86
05/2014	23217	10
06/2014	23211	1857
06/2014	23212	1296
06/2014	23214	13
06/2014	23215	656
06/2014	23217	612
07/2014	23212	1739
07/2014	23217	167
