obdobi	kod	cena
09/2001	71333	373
02/2002	71332	688
05/2002	71333	88
08/2002	71331	322
08/2004	71331	23
09/2004	71332	5
11/2004	71331	69
01/2005	71331	20
06/2005	71331	13
07/2005	71331	59
08/2005	71331	129
10/2005	71331	66
11/2005	71331	24
12/2005	71331	16
12/2005	71333	25
02/2006	71331	114
02/2006	71333	280
03/2006	71331	228
04/2006	71331	180
05/2006	71331	58
06/2006	71331	282
07/2006	71331	35
08/2006	71331	87
09/2006	71331	57
10/2006	71331	541
11/2006	71331	118
12/2006	71331	439
02/2007	71331	378
03/2007	71331	349
04/2007	71331	347
04/2007	71333	28
06/2007	71333	475
07/2007	71331	133
08/2007	71332	26
09/2007	71333	345
10/2007	71331	41
12/2007	71331	404
01/2008	71331	31
02/2008	71331	438
02/2008	71332	58
04/2008	71331	329
05/2008	71331	44
05/2008	71333	26
06/2008	71331	167
07/2008	71331	642
08/2008	71331	177
09/2008	71331	171
10/2008	71331	20
11/2008	71331	64
12/2008	71331	23
06/2009	71331	2
07/2009	71331	27
08/2009	71331	399
12/2009	71331	149
03/2010	71331	87
05/2010	71331	150
05/2010	71333	417
06/2010	71331	29
07/2010	71331	41
08/2010	71333	38
01/2011	71333	240
03/2011	71333	72
04/2011	71331	56
05/2011	71331	72
06/2011	71331	346
07/2011	71331	77
09/2011	71331	200
11/2011	71331	26
11/2011	71332	12
01/2012	71331	138
01/2012	71332	12
03/2012	71331	704
04/2012	71331	316
05/2012	71331	125
07/2012	71331	234
09/2012	71331	282
10/2012	71331	42
10/2012	71332	48
03/2013	71331	209
04/2013	71331	241
05/2013	71331	36
06/2013	71331	451
07/2013	71331	11
08/2013	71331	276
09/2013	71331	380
09/2013	71333	9
10/2013	71331	318
11/2013	71331	16
12/2013	71331	34
03/2014	71331	129
04/2014	71331	317
05/2014	71331	392
06/2014	71331	58
07/2014	71331	446
08/2014	71331	226
