obdobi	kod	cena
01/1999	62542	17
02/1999	62542	15
03/1999	62542	7
04/1999	62542	41
05/1999	62542	214
06/1999	62542	484
07/1999	62542	86
08/1999	62542	557
09/1999	62542	10
10/1999	62542	111
11/1999	62542	71
12/1999	62542	39
01/2000	62542	0
02/2000	62542	314
03/2000	62542	95
04/2000	62542	3
05/2000	62542	1320
06/2000	62542	56
07/2000	62542	233
08/2000	62542	158
09/2000	62542	87
10/2000	62542	233
11/2000	62542	52
12/2000	62542	15
01/2001	62542	314
02/2001	62542	150
03/2001	62542	1382
04/2001	62542	187
05/2001	62542	2095
06/2001	62541	1
06/2001	62542	3679
07/2001	62542	1531
08/2001	62541	2
08/2001	62542	406
09/2001	62542	1051
10/2001	62542	232
11/2001	62541	6
11/2001	62542	776
12/2001	62542	125
01/2002	62541	3
01/2002	62542	1520
02/2002	62542	1741
03/2002	62542	1598
04/2002	62542	2667
05/2002	62542	1655
06/2002	62542	1828
07/2002	62542	1459
08/2002	62542	388
09/2002	62542	945
10/2002	62542	238
11/2002	62542	969
12/2002	62542	606
01/2003	62542	704
02/2003	62542	1091
03/2003	62542	1697
04/2003	62542	1292
05/2003	62541	4
05/2003	62542	863
06/2003	62541	4
06/2003	62542	709
07/2003	62542	1500
08/2003	62542	703
09/2003	62542	180
10/2003	62542	164
11/2003	62542	746
12/2003	62542	466
01/2004	62541	6
01/2004	62542	765
02/2004	62542	1864
03/2004	62542	3483
04/2004	62541	4
04/2004	62542	1020
05/2004	62542	515
06/2004	62541	11
06/2004	62542	1289
07/2004	62542	161
08/2004	62541	6
08/2004	62542	417
09/2004	62542	329
10/2004	62541	21
10/2004	62542	1523
11/2004	62541	3
11/2004	62542	267
12/2004	62542	1541
01/2005	62542	775
02/2005	62541	15
02/2005	62542	2466
03/2005	62541	14
03/2005	62542	2763
04/2005	62541	31
04/2005	62542	2078
05/2005	62541	6
05/2005	62542	1539
06/2005	62541	1363
06/2005	62542	1834
07/2005	62541	114
07/2005	62542	1108
08/2005	62541	5
08/2005	62542	1037
09/2005	62542	1648
10/2005	62541	5
10/2005	62542	564
11/2005	62541	7
11/2005	62542	763
12/2005	62541	2
12/2005	62542	922
01/2006	62541	5
01/2006	62542	2312
02/2006	62541	8
02/2006	62542	181
03/2006	62542	1318
04/2006	62542	1024
05/2006	62541	3
05/2006	62542	1537
06/2006	62541	18
06/2006	62542	409
07/2006	62542	330
08/2006	62541	13
08/2006	62542	713
09/2006	62541	22
09/2006	62542	154
10/2006	62541	48
10/2006	62542	745
11/2006	62541	1
11/2006	62542	865
12/2006	62542	128
01/2007	62541	10
01/2007	62542	1037
02/2007	62541	2
02/2007	62542	702
03/2007	62541	533
03/2007	62542	1947
04/2007	62542	3022
05/2007	62541	163
05/2007	62542	977
06/2007	62541	30
06/2007	62542	2167
07/2007	62541	127
07/2007	62542	1140
08/2007	62541	1
08/2007	62542	611
09/2007	62541	3
09/2007	62542	2052
10/2007	62541	14
10/2007	62542	1128
11/2007	62541	33
11/2007	62542	1301
