obdobi	kod	cena
01/1999	8711	1978
01/1999	8713	19
01/1999	8714	886
01/1999	8719	284
02/1999	8711	1534
02/1999	8714	1028
02/1999	8719	515
03/1999	8711	1830
03/1999	8714	576
03/1999	8719	249
04/1999	8711	1952
04/1999	8713	0
04/1999	8714	759
04/1999	8719	513
05/1999	8711	2828
05/1999	8714	387
05/1999	8719	152
06/1999	8711	3858
06/1999	8714	122
06/1999	8719	321
07/1999	8711	5859
07/1999	8714	1821
07/1999	8719	150
08/1999	8711	3709
08/1999	8714	234
08/1999	8719	130
09/1999	8711	5604
09/1999	8714	688
09/1999	8719	608
10/1999	8711	4803
10/1999	8713	52
10/1999	8714	1734
10/1999	8719	694
11/1999	8711	3807
11/1999	8714	667
11/1999	8719	1152
12/1999	8711	5758
12/1999	8714	1858
12/1999	8719	1233
01/2000	8711	2138
01/2000	8714	698
01/2000	8719	974
02/2000	8711	2095
02/2000	8714	1642
02/2000	8719	903
03/2000	8711	1645
03/2000	8714	789
03/2000	8719	1254
04/2000	8711	1101
04/2000	8714	614
04/2000	8719	702
05/2000	8711	4129
05/2000	8714	288
05/2000	8719	635
06/2000	8711	5907
06/2000	8714	275
06/2000	8719	2171
07/2000	8711	3824
07/2000	8714	362
07/2000	8719	1648
08/2000	8711	6100
08/2000	8714	251
08/2000	8719	1263
09/2000	8711	3255
09/2000	8714	266
09/2000	8719	6976
10/2000	8711	3644
10/2000	8714	977
10/2000	8719	1371
11/2000	8711	6588
11/2000	8714	1423
11/2000	8719	1797
12/2000	8711	4280
12/2000	8714	4459
12/2000	8719	3074
01/2001	8711	2572
01/2001	8714	639
01/2001	8719	992
02/2001	8711	2566
02/2001	8714	543
02/2001	8719	1717
03/2001	8711	2334
03/2001	8714	1918
03/2001	8719	1448
04/2001	8711	1954
04/2001	8714	1753
04/2001	8719	1998
05/2001	8711	5470
05/2001	8714	406
05/2001	8719	387
06/2001	8711	4423
06/2001	8714	732
06/2001	8719	957
07/2001	8711	3673
07/2001	8714	879
07/2001	8719	589
08/2001	8711	5647
08/2001	8714	436
08/2001	8719	2509
09/2001	8711	3802
09/2001	8714	836
09/2001	8719	1389
10/2001	8711	5314
10/2001	8714	1943
10/2001	8719	2410
11/2001	8711	4693
11/2001	8714	868
11/2001	8719	1552
12/2001	8711	4479
12/2001	8714	918
12/2001	8719	1458
01/2002	8711	1459
01/2002	8714	676
01/2002	8719	4958
02/2002	8711	2780
02/2002	8714	2073
02/2002	8719	1560
03/2002	8711	2057
03/2002	8714	320
03/2002	8719	1414
04/2002	8711	2428
04/2002	8714	285
04/2002	8719	1208
05/2002	8711	5155
05/2002	8714	497
05/2002	8719	2158
06/2002	8711	2776
06/2002	8714	786
06/2002	8719	1280
07/2002	8711	2783
07/2002	8714	1281
07/2002	8719	1694
08/2002	8711	1648
08/2002	8714	297
08/2002	8719	1034
09/2002	8711	4061
09/2002	8714	408
09/2002	8719	1968
10/2002	8711	3386
10/2002	8714	1504
10/2002	8719	1599
11/2002	8711	5029
11/2002	8714	821
11/2002	8719	1924
12/2002	8711	6265
12/2002	8714	1320
12/2002	8719	2881
01/2003	8711	2262
01/2003	8714	1427
01/2003	8719	2417
02/2003	8711	2404
02/2003	8714	726
02/2003	8719	4030
03/2003	8711	2380
03/2003	8714	1541
03/2003	8719	3628
04/2003	8711	2104
04/2003	8714	313
04/2003	8719	2704
05/2003	8711	4462
05/2003	8714	165
05/2003	8719	7127
06/2003	8711	4750
06/2003	8714	376
06/2003	8719	5407
07/2003	8711	2875
07/2003	8714	970
07/2003	8719	2025
08/2003	8711	2126
08/2003	8714	1113
08/2003	8719	6743
09/2003	8711	5585
09/2003	8714	405
09/2003	8719	9555
10/2003	8711	7270
10/2003	8714	1716
10/2003	8719	3952
11/2003	8711	7530
11/2003	8714	1604
11/2003	8719	16197
12/2003	8711	5318
12/2003	8714	2653
12/2003	8719	9658
01/2004	8711	2210
01/2004	8714	944
01/2004	8719	21732
02/2004	8711	1423
02/2004	8714	908
02/2004	8719	11802
03/2004	8711	1901
03/2004	8714	1214
03/2004	8719	87563
04/2004	8711	12809
04/2004	8714	937
04/2004	8719	108737
05/2004	8711	2634
05/2004	8714	321
05/2004	8719	80056
06/2004	8711	2931
06/2004	8714	534
06/2004	8719	21068
07/2004	8711	1852
07/2004	8714	622
07/2004	8719	15976
08/2004	8711	2381
08/2004	8714	421
08/2004	8719	25241
09/2004	8711	3396
09/2004	8713	22
09/2004	8714	1078
09/2004	8719	11891
10/2004	8711	1605
10/2004	8713	36
10/2004	8714	280
10/2004	8719	42912
11/2004	8711	4131
11/2004	8713	27
11/2004	8714	1154
11/2004	8719	58145
12/2004	8711	2003
12/2004	8713	61
12/2004	8714	1487
12/2004	8719	22623
01/2005	8711	2741
01/2005	8713	20
01/2005	8714	1178
01/2005	8719	49906
02/2005	8711	1462
02/2005	8714	727
02/2005	8719	11121
03/2005	8711	2594
03/2005	8714	560
03/2005	8719	7990
04/2005	8711	2962
04/2005	8714	399
04/2005	8719	5212
05/2005	8711	1880
05/2005	8714	534
05/2005	8719	12838
06/2005	8711	1556
06/2005	8714	832
06/2005	8719	10277
07/2005	8711	1259
07/2005	8713	34
07/2005	8714	47
07/2005	8719	10560
08/2005	8711	2024
08/2005	8714	1583
08/2005	8719	11428
09/2005	8711	2075
09/2005	8714	209
09/2005	8719	6945
10/2005	8711	3010
10/2005	8714	380
10/2005	8719	5997
11/2005	8711	1863
11/2005	8713	7
11/2005	8714	1954
11/2005	8719	18525
12/2005	8711	2054
12/2005	8714	1373
12/2005	8719	9762
01/2006	8711	1033
01/2006	8714	1080
01/2006	8719	9345
02/2006	8711	3530
02/2006	8714	316
02/2006	8719	17238
03/2006	8711	952
03/2006	8714	552
03/2006	8719	7255
04/2006	8711	1824
04/2006	8714	245
04/2006	8719	7400
05/2006	8711	3654
05/2006	8714	910
05/2006	8719	12074
06/2006	8711	2801
06/2006	8714	856
06/2006	8719	7410
07/2006	8711	1194
07/2006	8714	1414
07/2006	8719	14893
08/2006	8711	1882
08/2006	8714	803
08/2006	8719	23732
09/2006	8711	1338
09/2006	8714	537
09/2006	8719	14737
10/2006	8711	3180
10/2006	8713	11
10/2006	8714	994
10/2006	8719	44704
11/2006	8711	2222
11/2006	8714	1160
11/2006	8719	25436
12/2006	8711	2831
12/2006	8713	101
12/2006	8714	1846
12/2006	8719	10124
01/2007	8711	1971
01/2007	8713	69
01/2007	8714	905
01/2007	8719	6779
02/2007	8711	2579
02/2007	8713	7
02/2007	8714	1362
02/2007	8719	3128
03/2007	8711	2381
03/2007	8714	420
03/2007	8719	3941
04/2007	8711	2790
04/2007	8714	747
04/2007	8719	5210
05/2007	8711	2569
05/2007	8713	24
05/2007	8714	429
05/2007	8719	6380
06/2007	8711	4006
06/2007	8713	131
06/2007	8714	394
06/2007	8719	6641
07/2007	8711	3202
07/2007	8713	46
07/2007	8714	545
07/2007	8719	5131
08/2007	8711	2817
08/2007	8713	14
08/2007	8714	752
08/2007	8719	4289
09/2007	8711	3694
09/2007	8714	780
09/2007	8719	6068
10/2007	8711	3671
10/2007	8713	40
10/2007	8714	745
10/2007	8719	5997
11/2007	8711	4866
11/2007	8713	83
11/2007	8714	1970
11/2007	8719	5551
12/2007	8711	2540
12/2007	8713	105
12/2007	8714	2399
12/2007	8719	3520
01/2008	8711	1633
01/2008	8713	6526
01/2008	8714	669
01/2008	8719	7018
02/2008	8711	4542
02/2008	8713	30
02/2008	8714	505
02/2008	8719	12006
03/2008	8711	1795
03/2008	8713	54
03/2008	8714	882
03/2008	8719	3267
04/2008	8711	3319
04/2008	8713	30
04/2008	8714	1631
04/2008	8719	3329
05/2008	8711	2908
05/2008	8713	29
05/2008	8714	748
05/2008	8719	3270
06/2008	8711	4034
06/2008	8713	43
06/2008	8714	850
06/2008	8719	5234
07/2008	8711	4114
07/2008	8714	514
07/2008	8719	2995
08/2008	8711	2059
08/2008	8714	1180
08/2008	8719	24181
09/2008	8711	4027
09/2008	8713	14
09/2008	8714	724
09/2008	8719	6872
10/2008	8711	1925
10/2008	8713	101
10/2008	8714	815
10/2008	8719	5096
11/2008	8711	6567
11/2008	8714	685
11/2008	8719	17373
12/2008	8711	1944
12/2008	8713	18
12/2008	8714	1502
12/2008	8719	8087
01/2009	8711	3025
01/2009	8714	455
01/2009	8719	8269
