obdobi	kod	cena
01/1999	73137	9
01/1999	73139	45
02/1999	73139	59
03/1999	73139	49
04/1999	73139	136
05/1999	73139	263
06/1999	73139	53
07/1999	73137	11
08/1999	73137	11
08/1999	73139	68
09/1999	73137	185
10/1999	73137	246
11/1999	73137	800
12/1999	73137	374
01/2000	73137	37
02/2000	73137	23
03/2000	73137	1037
04/2000	73131	109
04/2000	73137	117
04/2000	73139	180
05/2000	73131	108
05/2000	73137	379
06/2000	73137	346
07/2000	73137	470
07/2000	73139	281
08/2000	73137	792
09/2000	73137	616
09/2000	73139	261
10/2000	73137	908
11/2000	73137	851
11/2000	73139	1025
12/2000	73137	1233
01/2001	73137	161
02/2001	73137	812
02/2001	73139	547
03/2001	73137	1070
04/2001	73137	914
05/2001	73137	1591
06/2001	73137	750
07/2001	73137	1141
07/2001	73139	898
08/2001	73137	1699
09/2001	73137	1503
10/2001	73137	910
11/2001	73137	398
12/2001	73137	867
01/2002	73137	1152
01/2002	73139	102
02/2002	73137	710
03/2002	73137	1919
04/2002	73137	506
05/2002	73137	1851
06/2002	73137	996
07/2002	73137	2038
08/2002	73137	814
09/2002	73137	856
10/2002	73137	1152
11/2002	73137	161
11/2002	73139	29
12/2002	73137	35
01/2003	73137	439
02/2003	73137	1026
03/2003	73137	1115
03/2003	73139	22
04/2003	73137	1161
05/2003	73137	1106
06/2003	73137	652
06/2003	73139	21
07/2003	73137	1836
07/2003	73139	50
08/2003	73137	1300
09/2003	73137	632
10/2003	73137	2217
11/2003	73137	909
12/2003	73137	2104
01/2004	73137	602
02/2004	73137	1421
03/2004	73137	1664
04/2004	73137	2779
05/2004	73137	1366
06/2004	73137	1908
07/2004	73137	4458
08/2004	73137	1522
09/2004	73137	4991
10/2004	73137	2749
11/2004	73137	10490
12/2004	73137	4973
01/2005	73137	879
02/2005	73137	2929
03/2005	73137	1054
04/2005	73137	2031
05/2005	73137	1097
06/2005	73137	962
06/2005	73139	648
07/2005	73137	2187
08/2005	73137	733
08/2005	73139	268
09/2005	73131	507
09/2005	73137	2842
09/2005	73139	336
10/2005	73137	1307
11/2005	73131	8
11/2005	73137	4516
12/2005	73137	2433
01/2006	73131	744
01/2006	73137	1780
02/2006	73131	1373
02/2006	73137	3517
03/2006	73131	1652
03/2006	73137	3786
04/2006	73131	5060
04/2006	73137	1407
05/2006	73131	6075
