obdobi	kod	cena
03/1999	6116	0
03/1999	6117	0
06/1999	6117	446
07/1999	6117	2151
08/1999	6117	421
11/1999	6114	14
01/2000	6117	183
02/2000	6117	323
03/2000	6117	127
04/2000	6116	2
06/2000	6117	63
08/2000	6116	15
08/2000	6117	317
08/2000	6118	1
09/2000	6117	42
10/2000	6117	97
11/2000	6117	93
02/2001	6117	22
03/2001	6115	444
03/2001	6117	52
04/2001	6115	255
05/2001	6114	900
05/2001	6115	213
06/2001	6114	2
06/2001	6117	10
07/2001	6115	49
07/2001	6117	16
08/2001	6114	1646
09/2001	6117	11
10/2001	6117	7
11/2001	6114	35
11/2001	6115	465
11/2001	6117	26
12/2001	6117	24
01/2002	6115	5
01/2002	6117	5
02/2002	6115	31
02/2002	6117	3
03/2002	6115	41
03/2002	6117	207
04/2002	6117	1124
05/2002	6114	3
05/2002	6115	83
05/2002	6116	114
05/2002	6117	182
06/2002	6116	220
06/2002	6117	319
07/2002	6114	4
07/2002	6115	209
07/2002	6117	505
08/2002	6116	217
08/2002	6117	641
09/2002	6115	256
09/2002	6117	286
10/2002	6115	479
10/2002	6117	1054
11/2002	6117	1436
12/2002	6115	36
12/2002	6116	393
12/2002	6117	846
01/2003	6117	1971
02/2003	6115	1689
02/2003	6117	1355
02/2003	6118	4
03/2003	6115	533
03/2003	6117	171
04/2003	6114	60
04/2003	6115	1808
04/2003	6117	1125
05/2003	6113	155
05/2003	6117	625
06/2003	6117	1144
07/2003	6115	641
07/2003	6117	634
08/2003	6116	159
08/2003	6117	1224
09/2003	6117	374
10/2003	6114	192
10/2003	6117	1312
11/2003	6112	5
11/2003	6117	235
12/2003	6117	488
01/2004	6117	486
02/2004	6117	227
03/2004	6115	2614
03/2004	6117	443
04/2004	6112	2
04/2004	6115	9
04/2004	6117	689
05/2004	6117	223
06/2004	6114	232
06/2004	6115	61
06/2004	6117	853
06/2004	6118	33
07/2004	6115	244
07/2004	6117	13
09/2004	6117	84
10/2004	6117	674
11/2004	6117	164
12/2004	6117	2388
01/2005	6117	997
02/2005	6112	14
02/2005	6117	1082
03/2005	6115	80
03/2005	6117	2943
04/2005	6118	2
05/2005	6115	744
05/2005	6116	139
05/2005	6117	2149
06/2005	6113	39
06/2005	6114	66
07/2005	6112	4
07/2005	6117	2083
08/2005	6113	3
08/2005	6115	105
09/2005	6115	638
09/2005	6117	316
10/2005	6112	2
10/2005	6117	73
10/2005	6118	11
11/2005	6117	1373
11/2005	6118	137
12/2005	6114	2
12/2005	6117	3464
01/2006	6114	43
01/2006	6117	131
02/2006	6117	726
03/2006	6114	63
03/2006	6117	1538
04/2006	6117	340
05/2006	6112	2
05/2006	6114	12
05/2006	6118	371
06/2006	6117	732
07/2006	6115	422
07/2006	6117	347
08/2006	6114	167
09/2006	6117	1844
10/2006	6114	2
10/2006	6117	281
11/2006	6113	3
11/2006	6114	35
11/2006	6117	1306
12/2006	6117	780
01/2007	6114	2
01/2007	6117	548
02/2007	6117	874
03/2007	6118	0
04/2007	6117	170
05/2007	6114	32
05/2007	6115	70
05/2007	6117	339
05/2007	6118	170
06/2007	6114	137
06/2007	6117	969
07/2007	6118	235
08/2007	6118	93
09/2007	6118	9
10/2007	6114	0
10/2007	6115	2006
10/2007	6117	419
10/2007	6118	21
11/2007	6117	58
12/2007	6114	57
12/2007	6117	214
01/2008	6114	232
01/2008	6115	1
01/2008	6117	262
02/2008	6115	2
02/2008	6117	99
03/2008	6118	4
04/2008	6118	13
06/2008	6114	20
06/2008	6115	322
07/2008	6114	58
07/2008	6117	130
08/2008	6118	3
09/2008	6115	1398
09/2008	6118	2
10/2008	6117	197
11/2008	6114	7
11/2008	6117	1054
12/2008	6114	65
12/2008	6117	130
01/2009	6117	4
02/2009	6114	10
04/2009	6117	211
07/2009	6117	112
09/2009	6117	55
10/2009	6118	0
11/2009	6114	32
11/2009	6117	61
12/2009	6117	120
01/2010	6114	149
01/2010	6117	72
01/2010	6118	5
02/2010	6114	2
03/2010	6117	107
06/2010	6115	182
07/2010	6112	1
07/2010	6115	33
09/2010	6117	105
10/2010	6112	0
01/2011	6114	23
01/2011	6117	61
03/2011	6114	14
05/2011	6114	1
06/2011	6114	3
06/2011	6115	2
07/2011	6115	0
07/2011	6117	7
07/2011	6118	9
08/2011	6114	34
08/2011	6115	2
08/2011	6118	8
09/2011	6115	3
09/2011	6117	103
09/2011	6118	9
10/2011	6114	3
10/2011	6115	3
10/2011	6118	2
11/2011	6115	3
11/2011	6116	283
11/2011	6118	9
12/2011	6115	2
12/2011	6117	5
12/2011	6118	17
01/2012	6115	2
01/2012	6118	4
02/2012	6115	4
02/2012	6118	3
03/2012	6114	2
03/2012	6115	0
03/2012	6118	21
06/2012	6118	13
07/2012	6117	13
07/2012	6118	8
08/2012	6115	8
08/2012	6118	15
09/2012	6118	32
10/2012	6115	10
10/2012	6118	16
11/2012	6115	3
11/2012	6118	21
12/2012	6115	7
12/2012	6118	15
01/2013	6115	2
01/2013	6118	16
02/2013	6118	5
03/2013	6117	35
03/2013	6118	22
04/2013	6115	1
04/2013	6118	39
05/2013	6118	49
06/2013	6118	24
07/2013	6118	23
08/2013	6118	44
09/2013	6114	0
09/2013	6118	15
10/2013	6118	22
11/2013	6114	7
11/2013	6118	21
12/2013	6114	0
12/2013	6118	20
01/2014	6118	11
02/2014	6118	28
03/2014	6114	42
03/2014	6118	10
04/2014	6118	16
05/2014	6117	1
05/2014	6118	3
06/2014	6118	14
07/2014	6118	5
08/2014	6114	42
08/2014	6118	6
