obdobi	kod	cena
01/1999	74531	338
01/1999	74532	2514
01/1999	74539	2
02/1999	74531	303
02/1999	74532	938
02/1999	74539	49
03/1999	74531	1087
03/1999	74532	1344
04/1999	74531	741
04/1999	74532	921
04/1999	74539	5
05/1999	74531	944
05/1999	74532	1322
05/1999	74539	12
06/1999	74531	174
06/1999	74532	605
06/1999	74539	1
07/1999	74531	1013
07/1999	74532	966
07/1999	74539	20
08/1999	74531	961
08/1999	74532	624
08/1999	74539	3
09/1999	74531	222
09/1999	74532	2167
10/1999	74531	312
10/1999	74532	842
10/1999	74539	3
11/1999	74531	1619
11/1999	74532	1034
11/1999	74539	38
12/1999	74531	520
12/1999	74532	3148
12/1999	74539	44
01/2000	74531	989
01/2000	74532	2390
01/2000	74539	3
02/2000	74531	964
02/2000	74532	1524
02/2000	74539	3
03/2000	74531	798
03/2000	74532	907
04/2000	74531	409
04/2000	74532	621
04/2000	74539	5
05/2000	74531	409
05/2000	74532	1539
05/2000	74539	0
06/2000	74531	472
06/2000	74532	2572
06/2000	74539	3
07/2000	74531	310
07/2000	74532	253
07/2000	74539	14
08/2000	74531	431
08/2000	74532	1688
08/2000	74539	5
09/2000	74531	366
09/2000	74532	1564
09/2000	74539	0
10/2000	74531	270
10/2000	74532	2176
10/2000	74539	1
11/2000	74531	684
11/2000	74532	3546
11/2000	74539	9
12/2000	74531	784
12/2000	74532	4599
12/2000	74539	34
01/2001	74531	818
01/2001	74532	3713
01/2001	74539	11
02/2001	74531	285
02/2001	74532	1489
02/2001	74539	22
03/2001	74531	1055
03/2001	74532	942
03/2001	74539	9
04/2001	74531	1241
04/2001	74532	1888
05/2001	74531	518
05/2001	74532	212
06/2001	74531	814
06/2001	74532	1357
07/2001	74531	166
07/2001	74532	1846
08/2001	74531	590
08/2001	74532	995
08/2001	74539	137
09/2001	74531	329
09/2001	74532	1425
09/2001	74539	9
10/2001	74531	882
10/2001	74532	3048
10/2001	74539	14
11/2001	74531	2269
11/2001	74532	5973
11/2001	74539	17
12/2001	74531	624
12/2001	74532	2995
12/2001	74539	23
01/2002	74531	1172
01/2002	74532	1668
01/2002	74539	13
02/2002	74531	1690
02/2002	74532	5886
02/2002	74539	4
03/2002	74531	1174
03/2002	74532	4856
03/2002	74539	105
04/2002	74531	592
04/2002	74532	1570
04/2002	74539	15
05/2002	74531	833
05/2002	74532	1673
05/2002	74539	8
06/2002	74531	596
06/2002	74532	834
06/2002	74539	14
07/2002	74531	562
07/2002	74532	751
07/2002	74539	22
08/2002	74531	880
08/2002	74532	861
08/2002	74539	294
09/2002	74531	602
09/2002	74532	2557
09/2002	74539	4
10/2002	74531	1194
10/2002	74532	3253
10/2002	74539	48
11/2002	74531	2244
11/2002	74532	4238
11/2002	74539	5
12/2002	74531	1677
12/2002	74532	3513
12/2002	74539	8
01/2003	74531	685
01/2003	74532	5764
01/2003	74539	2
02/2003	74531	1086
02/2003	74532	3112
02/2003	74539	99
03/2003	74531	1854
03/2003	74532	2697
03/2003	74539	13
04/2003	74531	754
04/2003	74532	2572
04/2003	74539	2552
05/2003	74531	529
05/2003	74532	2865
05/2003	74539	2711
06/2003	74531	1405
06/2003	74532	2579
06/2003	74539	1485
07/2003	74531	1526
07/2003	74532	2051
07/2003	74539	2032
08/2003	74531	1363
08/2003	74532	2929
08/2003	74539	2659
09/2003	74531	1242
09/2003	74532	4333
09/2003	74539	4609
10/2003	74531	1588
10/2003	74532	8982
10/2003	74539	4747
11/2003	74531	3021
11/2003	74532	5944
11/2003	74539	6230
12/2003	74531	1537
12/2003	74532	3453
12/2003	74539	6740
01/2004	74531	909
01/2004	74532	3938
01/2004	74539	5515
02/2004	74531	2260
02/2004	74532	3433
02/2004	74539	10129
03/2004	74531	1125
03/2004	74532	6117
03/2004	74539	5910
04/2004	74531	4392
04/2004	74532	4965
04/2004	74539	5470
05/2004	74531	1174
05/2004	74532	4877
05/2004	74539	4255
06/2004	74531	1419
06/2004	74532	4568
06/2004	74539	9092
07/2004	74531	1878
07/2004	74532	2436
07/2004	74539	2117
08/2004	74531	672
08/2004	74532	5878
08/2004	74539	3076
09/2004	74531	2370
09/2004	74532	3886
09/2004	74539	1989
10/2004	74531	1964
10/2004	74532	5701
10/2004	74539	2827
11/2004	74531	1961
11/2004	74532	14604
11/2004	74539	2269
12/2004	74531	1457
12/2004	74532	11430
12/2004	74539	2444
01/2005	74531	1533
01/2005	74532	4710
01/2005	74539	2485
02/2005	74531	1690
02/2005	74532	6561
02/2005	74539	1843
03/2005	74531	1017
03/2005	74532	7727
03/2005	74539	156
04/2005	74531	1970
04/2005	74532	9002
