obdobi	kod	cena
01/1999	65383	4
02/1999	65383	42
03/1999	65381	2
03/1999	65383	17
04/1999	65381	16
04/1999	65383	38
04/1999	65389	3
08/1999	65381	5
10/1999	65382	3
10/1999	65389	19
11/1999	65381	2
11/1999	65383	31
12/1999	65381	7
02/2000	65383	8
04/2000	65389	41
05/2000	65383	13
05/2000	65389	72
06/2000	65383	356
07/2000	65389	51
08/2000	65383	17
08/2000	65389	1
09/2000	65383	22
09/2000	65389	78
10/2000	65389	63
11/2000	65383	127
12/2000	65383	68
01/2001	65383	216
02/2001	65383	25
02/2001	65389	87
03/2001	65383	2
05/2001	65383	62
09/2001	65381	330
11/2001	65383	942
01/2002	65383	524
02/2002	65383	150
02/2002	65389	90
04/2002	65383	110
04/2002	65389	2
05/2002	65383	1329
06/2002	65383	389
06/2002	65389	6
07/2002	65383	68
08/2002	65383	124
09/2002	65383	14
10/2002	65383	205
11/2002	65383	7
11/2002	65389	267
12/2002	65383	108
01/2003	65381	167
01/2003	65383	1
01/2003	65389	18
02/2003	65383	175
02/2003	65389	51
03/2003	65383	8
04/2003	65383	162
05/2003	65383	14
06/2003	65383	297
06/2003	65389	21
07/2003	65383	213
07/2003	65389	2
08/2003	65383	39
09/2003	65389	8
10/2003	65389	13
11/2003	65389	2
12/2003	65381	2
12/2003	65383	15
12/2003	65389	2
01/2004	65389	134
02/2004	65383	258
02/2004	65389	59
03/2004	65383	106
03/2004	65389	51
04/2004	65383	51
04/2004	65389	2
05/2004	65389	3
06/2004	65383	215
06/2004	65389	35
09/2004	65382	106
09/2004	65383	69
11/2004	65383	44
11/2004	65389	75
12/2004	65389	7
01/2005	65381	5
01/2005	65383	0
01/2005	65389	681
02/2005	65381	9
02/2005	65389	119
03/2005	65383	149
03/2005	65389	1376
04/2005	65383	28
04/2005	65389	739
05/2005	65389	366
06/2005	65381	8
06/2005	65383	102
08/2005	65383	62
08/2005	65389	2
09/2005	65382	652
09/2005	65383	194
09/2005	65389	15
10/2005	65383	19
11/2005	65382	101
11/2005	65383	6
11/2005	65389	164
12/2005	65382	1
12/2005	65383	214
01/2006	65381	12
01/2006	65383	3
02/2006	65382	13
02/2006	65383	1
02/2006	65389	5
03/2006	65381	262
03/2006	65382	1
03/2006	65383	10
03/2006	65389	38
04/2006	65382	144
04/2006	65383	4
05/2006	65381	128
05/2006	65383	162
05/2006	65389	5
06/2006	65381	563
06/2006	65383	18
06/2006	65389	302
07/2006	65383	16
08/2006	65382	298
08/2006	65389	20
09/2006	65381	137
10/2006	65382	382
10/2006	65383	1
10/2006	65389	189
11/2006	65382	18
11/2006	65383	6
12/2006	65383	24
12/2006	65389	118
01/2007	65383	22
01/2007	65389	538
02/2007	65382	313
02/2007	65383	380
02/2007	65389	79
03/2007	65381	46
03/2007	65383	19
03/2007	65389	101
04/2007	65381	39
04/2007	65383	7
04/2007	65389	670
05/2007	65382	300
05/2007	65383	182
05/2007	65389	65
06/2007	65382	307
06/2007	65383	4
06/2007	65389	547
07/2007	65383	149
07/2007	65389	375
08/2007	65381	4
08/2007	65382	24
08/2007	65383	31
08/2007	65389	185
09/2007	65382	7
09/2007	65383	150
09/2007	65389	27
10/2007	65383	4
10/2007	65389	404
11/2007	65383	129
11/2007	65389	22
12/2007	65381	62
12/2007	65383	85
12/2007	65389	63
01/2008	65383	51
01/2008	65389	0
02/2008	65383	123
02/2008	65389	80
03/2008	65381	2
03/2008	65383	213
03/2008	65389	57
04/2008	65382	2
