obdobi	kod	cena
01/1999	7611	4168
01/1999	7612	123
02/1999	7611	8762
02/1999	7612	68
03/1999	7611	6635
03/1999	7612	89
04/1999	7611	16313
04/1999	7612	190
05/1999	7611	14880
05/1999	7612	102
06/1999	7611	6123
06/1999	7612	182
07/1999	7611	6020
07/1999	7612	191
08/1999	7611	9760
08/1999	7612	241
09/1999	7611	3216
09/1999	7612	61
10/1999	7611	12222
10/1999	7612	31
11/1999	7611	10920
11/1999	7612	1744
12/1999	7611	16175
12/1999	7612	446
01/2000	7611	9834
01/2000	7612	66
02/2000	7611	5283
02/2000	7612	191
03/2000	7611	2110
03/2000	7612	1154
04/2000	7611	6290
04/2000	7612	495
05/2000	7611	2668
05/2000	7612	80
06/2000	7611	77
06/2000	7612	209
07/2000	7611	390
07/2000	7612	71
08/2000	7611	2251
08/2000	7612	1278
09/2000	7611	1146
09/2000	7612	106
10/2000	7611	10616
10/2000	7612	207
11/2000	7611	7589
11/2000	7612	1705
12/2000	7611	9031
12/2000	7612	31
01/2001	7611	5522
01/2001	7612	260
02/2001	7611	2853
02/2001	7612	93
03/2001	7611	11727
03/2001	7612	351
04/2001	7611	2362
04/2001	7612	94
05/2001	7611	364
05/2001	7612	715
06/2001	7611	2024
06/2001	7612	319
07/2001	7611	887
07/2001	7612	931
08/2001	7611	1048
08/2001	7612	1288
09/2001	7611	4045
09/2001	7612	402
10/2001	7611	6051
10/2001	7612	1349
11/2001	7611	26647
11/2001	7612	391
12/2001	7611	6439
12/2001	7612	213
01/2002	7611	7079
01/2002	7612	756
02/2002	7611	5885
02/2002	7612	138
03/2002	7611	1243
03/2002	7612	449
04/2002	7611	1714
04/2002	7612	1265
05/2002	7611	3548
05/2002	7612	500
06/2002	7611	6655
06/2002	7612	111
07/2002	7611	1249
07/2002	7612	190
08/2002	7611	2843
08/2002	7612	67
09/2002	7611	4078
09/2002	7612	141
10/2002	7611	4900
10/2002	7612	685
11/2002	7611	6870
11/2002	7612	1332
12/2002	7611	5880
12/2002	7612	1405
01/2003	7611	5618
01/2003	7612	1529
02/2003	7611	7453
02/2003	7612	1048
03/2003	7611	5169
03/2003	7612	181
04/2003	7611	9092
04/2003	7612	821
05/2003	7611	11164
05/2003	7612	1263
06/2003	7611	7230
06/2003	7612	1119
07/2003	7611	7020
07/2003	7612	745
08/2003	7611	7520
08/2003	7612	1968
09/2003	7611	13704
09/2003	7612	1143
10/2003	7611	30455
10/2003	7612	1913
11/2003	7611	18246
11/2003	7612	2644
12/2003	7611	24108
12/2003	7612	2579
01/2004	7611	24326
01/2004	7612	1260
02/2004	7611	16499
02/2004	7612	214
03/2004	7611	31317
03/2004	7612	7035
04/2004	7611	81620
04/2004	7612	1434
05/2004	7611	17781
05/2004	7612	3296
06/2004	7611	12323
06/2004	7612	1138
07/2004	7611	11385
07/2004	7612	95
08/2004	7611	15563
08/2004	7612	1346
09/2004	7611	27437
09/2004	7612	4416
10/2004	7611	30422
10/2004	7612	120
11/2004	7611	26808
11/2004	7612	382
12/2004	7611	29606
12/2004	7612	1001
01/2005	7611	14694
01/2005	7612	90
02/2005	7611	13750
02/2005	7612	2348
03/2005	7611	21768
03/2005	7612	1114
04/2005	7611	31363
04/2005	7612	217
05/2005	7611	20504
05/2005	7612	1208
06/2005	7611	29794
06/2005	7612	1677
07/2005	7611	23591
07/2005	7612	2429
08/2005	7611	38297
08/2005	7612	1892
09/2005	7611	60009
09/2005	7612	541
10/2005	7611	85346
10/2005	7612	400
11/2005	7611	99362
11/2005	7612	71
12/2005	7611	129787
12/2005	7612	188
01/2006	7611	86891
01/2006	7612	1873
02/2006	7611	79499
02/2006	7612	174
03/2006	7611	96394
03/2006	7612	43
04/2006	7611	60616
04/2006	7612	1336
05/2006	7611	104316
05/2006	7612	197
06/2006	7611	79719
06/2006	7612	222
07/2006	7611	62690
07/2006	7612	114
08/2006	7611	74727
08/2006	7612	80
09/2006	7611	178474
09/2006	7612	510
10/2006	7611	175551
10/2006	7612	82
11/2006	7611	347010
11/2006	7612	833
12/2006	7611	307362
12/2006	7612	87
01/2007	7613	5844
01/2007	7614	452966
01/2007	7615	23223
01/2007	7616	43511
02/2007	7613	9698
02/2007	7614	180268
02/2007	7615	7138
02/2007	7616	19221
03/2007	7613	6586
03/2007	7614	288777
03/2007	7615	22341
03/2007	7616	29936
04/2007	7613	2102
04/2007	7614	167854
04/2007	7615	18521
04/2007	7616	39617
05/2007	7613	1796
05/2007	7614	268384
05/2007	7615	11432
05/2007	7616	59928
06/2007	7613	4102
06/2007	7614	300772
06/2007	7615	14792
06/2007	7616	38383
07/2007	7613	653
07/2007	7614	295554
07/2007	7615	18393
07/2007	7616	38318
08/2007	7613	444
08/2007	7614	278794
08/2007	7615	11151
08/2007	7616	158601
09/2007	7613	2315
09/2007	7614	420607
09/2007	7615	17653
09/2007	7616	149963
10/2007	7613	1430
10/2007	7614	508871
10/2007	7615	32710
10/2007	7616	130320
11/2007	7613	1914
11/2007	7614	459695
11/2007	7615	32236
11/2007	7616	146537
12/2007	7613	1116
12/2007	7614	344069
12/2007	7615	44092
12/2007	7616	94552
01/2008	7613	177
01/2008	7614	302292
01/2008	7615	15786
01/2008	7616	171163
02/2008	7613	227
02/2008	7614	343923
02/2008	7615	19742
02/2008	7616	230562
03/2008	7613	310
03/2008	7614	313139
03/2008	7615	14639
03/2008	7616	175436
04/2008	7613	986
04/2008	7614	267883
04/2008	7615	10477
04/2008	7616	236340
05/2008	7613	167
05/2008	7614	201775
05/2008	7615	13088
05/2008	7616	86642
06/2008	7613	341
06/2008	7614	220881
06/2008	7615	17576
06/2008	7616	45156
07/2008	7613	424
07/2008	7614	288355
07/2008	7615	10435
07/2008	7616	41157
08/2008	7613	197
08/2008	7614	212619
08/2008	7615	12962
08/2008	7616	24428
09/2008	7613	213
09/2008	7614	223342
09/2008	7615	22366
09/2008	7616	46034
10/2008	7613	846
10/2008	7614	294822
10/2008	7615	20107
10/2008	7616	98535
11/2008	7613	327
11/2008	7614	178755
11/2008	7615	23553
11/2008	7616	114907
12/2008	7613	311
12/2008	7614	198581
12/2008	7615	22667
12/2008	7616	114262
01/2009	7613	153
01/2009	7614	240895
01/2009	7615	13525
01/2009	7616	102845
02/2009	7613	139
02/2009	7614	109025
02/2009	7615	12038
02/2009	7616	111048
03/2009	7613	89
03/2009	7614	152925
03/2009	7615	17080
03/2009	7616	43312
04/2009	7613	195
04/2009	7614	138328
04/2009	7615	9700
04/2009	7616	62347
05/2009	7613	334
05/2009	7614	115475
05/2009	7615	13640
05/2009	7616	75144
06/2009	7613	83
06/2009	7614	145040
06/2009	7615	17315
06/2009	7616	75521
07/2009	7613	308
07/2009	7614	190631
07/2009	7615	13076
07/2009	7616	39537
08/2009	7613	44
08/2009	7614	140143
08/2009	7615	11384
08/2009	7616	62095
09/2009	7613	98
09/2009	7614	223282
09/2009	7615	17659
09/2009	7616	57020
10/2009	7613	463
10/2009	7614	316261
10/2009	7615	19635
10/2009	7616	59046
11/2009	7613	57
11/2009	7614	295320
11/2009	7615	23622
11/2009	7616	75912
12/2009	7613	428
12/2009	7614	331907
12/2009	7615	46903
12/2009	7616	68159
01/2010	7614	349298
01/2010	7615	23142
01/2010	7616	81087
02/2010	7613	274
02/2010	7614	364515
02/2010	7615	27479
02/2010	7616	76289
03/2010	7613	101
03/2010	7614	297209
03/2010	7615	21589
03/2010	7616	65352
04/2010	7613	712
04/2010	7614	365620
04/2010	7615	13443
04/2010	7616	73017
05/2010	7613	170
05/2010	7614	344096
05/2010	7615	31907
05/2010	7616	77920
06/2010	7613	20
06/2010	7614	500659
06/2010	7615	15143
06/2010	7616	173740
07/2010	7613	139
07/2010	7614	550901
07/2010	7615	16440
07/2010	7616	108311
08/2010	7613	15
08/2010	7614	512620
08/2010	7615	16448
08/2010	7616	122033
09/2010	7613	40
09/2010	7614	626071
09/2010	7615	17085
09/2010	7616	252851
10/2010	7613	53
10/2010	7614	563257
10/2010	7615	24265
10/2010	7616	215797
11/2010	7613	32
11/2010	7614	405004
11/2010	7615	36002
11/2010	7616	144145
12/2010	7613	37
12/2010	7614	800635
12/2010	7615	31353
12/2010	7616	373368
01/2011	7613	44
01/2011	7614	526046
01/2011	7615	20836
01/2011	7616	425683
02/2011	7613	1180
02/2011	7614	630942
02/2011	7615	24195
02/2011	7616	171939
03/2011	7613	2184
03/2011	7614	549541
03/2011	7615	20046
03/2011	7616	475207
04/2011	7613	794
04/2011	7614	676294
04/2011	7615	20778
04/2011	7616	379513
05/2011	7613	25795
05/2011	7614	542356
05/2011	7615	23801
05/2011	7616	435003
06/2011	7613	24559
06/2011	7614	736288
06/2011	7615	14565
06/2011	7616	614806
07/2011	7613	1158
07/2011	7614	370685
07/2011	7615	19852
07/2011	7616	333484
08/2011	7613	14379
08/2011	7614	695221
08/2011	7615	27511
08/2011	7616	437193
09/2011	7613	1579
09/2011	7614	674539
09/2011	7615	27424
09/2011	7616	132779
10/2011	7613	6058
10/2011	7614	580521
10/2011	7615	25393
10/2011	7616	250701
11/2011	7613	2922
11/2011	7614	954752
11/2011	7615	30329
11/2011	7616	148156
12/2011	7613	16879
12/2011	7614	498974
12/2011	7615	47137
12/2011	7616	127367
01/2012	7613	1883
01/2012	7614	471175
01/2012	7615	17106
01/2012	7616	95543
02/2012	7613	432
02/2012	7614	366074
02/2012	7615	14237
02/2012	7616	41382
03/2012	7613	131
03/2012	7614	242805
03/2012	7615	17150
03/2012	7616	63352
04/2012	7613	62
04/2012	7614	362222
04/2012	7615	22634
04/2012	7616	91258
05/2012	7613	163
05/2012	7614	322708
05/2012	7615	20901
05/2012	7616	68471
06/2012	7613	281
06/2012	7614	228043
06/2012	7615	24677
06/2012	7616	98085
07/2012	7613	157
07/2012	7614	316844
07/2012	7615	18132
07/2012	7616	76386
08/2012	7613	393
08/2012	7614	325202
08/2012	7615	17740
08/2012	7616	103907
09/2012	7613	59
09/2012	7614	198670
09/2012	7615	19923
09/2012	7616	62995
10/2012	7613	40
10/2012	7614	347028
10/2012	7615	23444
10/2012	7616	100143
11/2012	7613	31
11/2012	7614	438804
11/2012	7615	29935
11/2012	7616	198936
12/2012	7613	112
12/2012	7614	325973
12/2012	7615	24606
12/2012	7616	236709
01/2013	7613	493
01/2013	7614	323992
01/2013	7615	24426
01/2013	7616	251792
02/2013	7613	97
02/2013	7614	288219
02/2013	7615	19284
02/2013	7616	265282
03/2013	7613	83
03/2013	7614	236538
03/2013	7615	19906
03/2013	7616	176295
04/2013	7613	125
04/2013	7614	295323
04/2013	7615	13537
04/2013	7616	212004
05/2013	7613	90
05/2013	7614	301829
05/2013	7615	16955
05/2013	7616	211363
