obdobi	kod	cena
01/2007	7613	5844
02/2007	7613	9698
03/2007	7613	6586
04/2007	7613	2102
05/2007	7613	1796
06/2007	7613	4102
07/2007	7613	653
08/2007	7613	444
09/2007	7613	2315
10/2007	7613	1430
11/2007	7613	1914
12/2007	7613	1116
01/2008	7613	177
02/2008	7613	227
03/2008	7613	310
04/2008	7613	986
05/2008	7613	167
06/2008	7613	341
07/2008	7613	424
08/2008	7613	197
09/2008	7613	213
10/2008	7613	846
11/2008	7613	327
12/2008	7613	311
01/2009	7613	153
02/2009	7613	139
03/2009	7613	89
04/2009	7613	195
05/2009	7613	334
06/2009	7613	83
07/2009	7613	308
08/2009	7613	44
09/2009	7613	98
10/2009	7613	463
11/2009	7613	57
12/2009	7613	428
02/2010	7613	274
03/2010	7613	101
04/2010	7613	712
05/2010	7613	170
06/2010	7613	20
07/2010	7613	139
08/2010	7613	15
09/2010	7613	40
10/2010	7613	53
11/2010	7613	32
12/2010	7613	37
01/2011	7613	44
02/2011	7613	1180
03/2011	7613	2184
04/2011	7613	794
05/2011	7613	25795
06/2011	7613	24559
07/2011	7613	1158
08/2011	7613	14379
09/2011	7613	1579
10/2011	7613	6058
11/2011	7613	2922
12/2011	7613	16879
01/2012	7613	1883
02/2012	7613	432
03/2012	7613	131
04/2012	7613	62
05/2012	7613	163
06/2012	7613	281
07/2012	7613	157
08/2012	7613	393
09/2012	7613	59
10/2012	7613	40
11/2012	7613	31
12/2012	7613	112
01/2013	7613	493
02/2013	7613	97
03/2013	7613	83
04/2013	7613	125
05/2013	7613	90
06/2013	7613	128
07/2013	7613	130
08/2013	7613	279
09/2013	7613	23
10/2013	7613	23
11/2013	7613	125
12/2013	7613	66
01/2014	7613	66
02/2014	7613	147
03/2014	7613	65
04/2014	7613	12
05/2014	7613	9
06/2014	7613	619
07/2014	7613	16
08/2014	7613	34
