obdobi	kod	cena
01/1999	63319	1
03/1999	63319	0
04/1999	63319	188
08/1999	63319	3254
11/1999	63311	1
12/1999	63319	7
02/2000	63319	2
05/2000	63319	319
06/2000	63319	37
09/2001	63319	92
11/2001	63319	17
08/2002	63319	9
04/2003	63319	25
05/2003	63319	5
10/2003	63319	8
11/2003	63319	1
12/2003	63319	40
02/2004	63319	6
05/2004	63319	7
07/2004	63319	23
08/2004	63311	1
09/2004	63319	72
10/2004	63319	12
11/2004	63319	0
01/2005	63319	45
02/2005	63319	6
03/2005	63311	0
03/2005	63319	1
05/2005	63319	105
08/2005	63319	5
02/2006	63319	103
03/2006	63319	323
04/2006	63319	2
05/2006	63319	31
06/2006	63319	73
07/2006	63311	32
07/2006	63319	14
08/2006	63319	1949
09/2006	63319	65
10/2006	63319	51
11/2006	63311	9
11/2006	63319	2
12/2006	63319	0
01/2007	63319	5
02/2007	63319	148
03/2007	63319	368
04/2007	63319	30
06/2007	63319	0
07/2007	63311	5
07/2007	63319	15
08/2007	63319	163
09/2007	63319	23
10/2007	63319	16
11/2007	63311	8
11/2007	63319	16
12/2007	63311	5
12/2007	63319	17
01/2008	63311	2
01/2008	63319	33
02/2008	63319	27
03/2008	63319	45
04/2008	63319	89
05/2008	63319	6
06/2008	63319	36
07/2008	63319	14
08/2008	63319	8
09/2008	63319	46
10/2008	63311	0
10/2008	63319	102
11/2008	63311	3
11/2008	63319	70
12/2008	63311	0
12/2008	63319	83
01/2009	63319	92
02/2009	63319	26
03/2009	63319	19
04/2009	63319	12
05/2009	63319	5
06/2009	63319	1216
07/2009	63311	5
07/2009	63319	5
08/2009	63319	3
09/2009	63319	49
10/2009	63311	0
10/2009	63319	141
11/2009	63319	2
12/2009	63311	12
12/2009	63319	11
01/2010	63319	51
02/2010	63319	129
03/2010	63319	3
04/2010	63319	23
05/2010	63319	148
06/2010	63319	371
07/2010	63319	672
08/2010	63319	57
09/2010	63311	0
09/2010	63319	98
10/2010	63311	2
10/2010	63319	45
11/2010	63311	0
11/2010	63319	72
12/2010	63319	96
01/2011	63319	80
02/2011	63319	304
03/2011	63319	291
04/2011	63319	15
05/2011	63319	10
06/2011	63319	323
07/2011	63319	173
08/2011	63319	272
09/2011	63311	13
09/2011	63319	5
10/2011	63311	0
10/2011	63319	12
11/2011	63319	16
01/2012	63319	399
02/2012	63319	73
03/2012	63319	12
04/2012	63319	26
05/2012	63319	0
06/2012	63319	164
07/2012	63319	12
08/2012	63311	26
08/2012	63319	7
09/2012	63319	9
10/2012	63311	10
10/2012	63319	70
11/2012	63319	1
12/2012	63319	92
01/2013	63319	492
02/2013	63319	1
03/2013	63319	13
04/2013	63319	13
05/2013	63311	12
05/2013	63319	340
06/2013	63319	8
07/2013	63319	215
08/2013	63311	2
08/2013	63319	465
09/2013	63319	49
10/2013	63319	26
11/2013	63319	88
12/2013	63311	33
12/2013	63319	42
01/2014	63311	0
01/2014	63319	40
02/2014	63319	261
03/2014	63311	0
03/2014	63319	61
04/2014	63319	46
05/2014	63311	2
05/2014	63319	237
06/2014	63319	610
07/2014	63311	1
07/2014	63319	116
08/2014	63311	1
08/2014	63319	508
