obdobi	kod	cena
06/2002	67281	4
11/2003	67281	34
09/2004	67281	41
09/2004	67282	0
12/2004	67282	0
02/2005	67281	40
02/2005	67282	4344
03/2005	67281	51
03/2005	67282	4323
04/2005	67281	243
04/2005	67282	8364
05/2005	67281	61
05/2005	67282	4039
06/2005	67281	324
06/2005	67282	4195
07/2005	67281	55
07/2005	67282	4312
08/2005	67281	121
08/2005	67282	4149
09/2005	67281	109
10/2005	67281	204
10/2005	67282	4204
11/2005	67281	279
11/2005	67282	4351
12/2005	67282	1124
01/2006	67282	4740
02/2006	67282	4210
04/2006	67282	4143
07/2006	67281	945
08/2006	67281	77
09/2006	67281	99
11/2006	67281	257
12/2006	67281	96
01/2007	67281	675
02/2007	67281	149
03/2007	67281	256
03/2007	67282	1284
05/2007	67281	156
06/2007	67281	14
07/2007	67281	1517
07/2007	67282	808
08/2007	67281	6
08/2007	67282	1335
09/2007	67282	803
10/2007	67281	674
11/2007	67281	541
11/2007	67282	2246
12/2007	67282	621
01/2008	67281	933
01/2008	67282	579
02/2008	67282	309
04/2008	67281	116
05/2008	67282	770
06/2008	67282	406
07/2008	67281	15
08/2008	67281	351
09/2008	67281	3187
10/2008	67281	1315
11/2008	67281	34
01/2009	67281	506
04/2009	67282	2002
10/2009	67281	234
01/2010	67281	445
03/2010	67281	64
05/2010	67281	176
09/2010	67281	1
01/2011	67282	12
03/2011	67282	4
04/2011	67281	45
07/2011	67281	834
08/2011	67281	104
03/2012	67281	2
06/2012	67281	79
08/2012	67281	43
09/2012	67281	8
10/2012	67281	8
11/2012	67281	37
01/2013	67281	27
03/2013	67281	135
05/2013	67281	10
06/2013	67281	2
07/2013	67281	2
08/2013	67281	16
09/2013	67281	75
11/2013	67281	445
12/2013	67281	448
01/2014	67281	54
06/2014	67281	7
