obdobi	kod	cena
01/1999	68992	1985
01/1999	68994	177
02/1999	68993	10
02/1999	68994	379
03/1999	68995	0
04/1999	68993	497
04/1999	68994	946
05/1999	68994	399
06/1999	68993	3
08/1999	68994	372
08/1999	68995	61
09/1999	68992	2055
09/1999	68994	372
11/1999	68993	4
11/1999	68994	611
11/1999	68998	194
01/2000	68992	87
02/2000	68992	2227
02/2000	68993	27
02/2000	68994	695
03/2000	68994	194
04/2000	68994	379
05/2000	68992	2442
06/2000	68994	203
07/2000	68994	419
08/2000	68992	2205
08/2000	68993	3
08/2000	68994	410
09/2000	68992	80
09/2000	68993	46
09/2000	68994	824
10/2000	68994	2102
10/2000	68995	774
11/2000	68992	2710
11/2000	68994	53
01/2001	68994	946
03/2001	68992	2739
03/2001	68993	526
04/2001	68994	247
05/2001	68993	216
05/2001	68994	1198
06/2001	68994	1208
07/2001	68992	2706
08/2001	68994	105
09/2001	68994	793
10/2001	68992	2366
10/2001	68993	578
11/2001	68994	245
12/2001	68993	1478
12/2001	68994	659
01/2002	68993	1170
01/2002	68998	77
02/2002	68994	798
02/2002	68998	192
03/2002	68994	51
04/2002	68994	1238
05/2002	68994	663
06/2002	68993	247
07/2002	68994	255
07/2002	68995	30
08/2002	68994	571
08/2002	68995	277
09/2002	68993	352
10/2002	68994	699
11/2002	68993	1879
11/2002	68994	84
12/2002	68994	624
01/2003	68993	725
01/2003	68994	63
02/2003	68994	738
02/2003	68995	155
03/2003	68992	372
03/2003	68993	355
03/2003	68994	826
03/2003	68995	53
04/2003	68994	1663
04/2003	68995	308
04/2003	68998	9
05/2003	68992	222
05/2003	68994	16
06/2003	68994	1121
07/2003	68994	45
07/2003	68995	518
08/2003	68994	1119
08/2003	68998	112
09/2003	68995	781
10/2003	68994	818
11/2003	68994	190
12/2003	68993	1396
12/2003	68994	408
01/2004	68994	944
02/2004	68992	1313
02/2004	68994	203
03/2004	68994	800
04/2004	68994	61
04/2004	68998	364
06/2004	68993	428
07/2004	68994	803
08/2004	68992	191
08/2004	68993	251
08/2004	68994	226
09/2004	68992	1664
10/2004	68992	1919
10/2004	68994	1222
11/2004	68992	453
12/2004	68993	363
01/2005	68993	11
01/2005	68994	1915
02/2005	68993	404
02/2005	68994	212
03/2005	68992	237
03/2005	68993	369
03/2005	68994	973
03/2005	68995	0
04/2005	68992	598
05/2005	68992	1803
05/2005	68994	202
06/2005	68993	10
06/2005	68994	191
07/2005	68994	59
07/2005	68995	137
08/2005	68993	122
08/2005	68998	256
09/2005	68993	501
09/2005	68994	187
09/2005	68995	26
10/2005	68994	202
11/2005	68993	994
11/2005	68994	1064
11/2005	68995	37
12/2005	68995	146
01/2006	68993	503
01/2006	68994	529
01/2006	68999	962
02/2006	68993	497
02/2006	68994	775
02/2006	68995	57
03/2006	68994	107
04/2006	68993	3339
04/2006	68994	484
05/2006	68993	2890
05/2006	68994	882
06/2006	68993	562
06/2006	68994	113
07/2006	68993	14
08/2006	68992	285
08/2006	68994	947
09/2006	68994	218
09/2006	68995	138
10/2006	68993	16
10/2006	68994	412
10/2006	68995	1
11/2006	68994	1061
11/2006	68995	138
12/2006	68993	30
12/2006	68994	1125
01/2007	68993	595
01/2007	68994	1999
02/2007	68994	235
02/2007	68995	416
02/2007	68999	123
03/2007	68992	868
03/2007	68994	750
03/2007	68995	36
04/2007	68994	1099
05/2007	68994	596
05/2007	68995	501
06/2007	68992	1130
06/2007	68994	818
06/2007	68995	12
07/2007	68992	2345
07/2007	68995	459
08/2007	68994	420
08/2007	68995	39
09/2007	68994	43
10/2007	68993	491
10/2007	68995	3
11/2007	68992	1361
11/2007	68994	3480
11/2007	68995	290
12/2007	68994	560
12/2007	68995	2
01/2008	68992	513
01/2008	68993	31
01/2008	68994	1420
01/2008	68995	12
02/2008	68993	551
02/2008	68994	2216
02/2008	68995	2
03/2008	68993	2621
03/2008	68994	9877
03/2008	68995	5
04/2008	68994	3803
04/2008	68995	4
05/2008	68993	322
05/2008	68994	18324
06/2008	68993	458
06/2008	68994	3553
08/2008	68992	599
08/2008	68993	1309
08/2008	68994	2770
09/2008	68994	5328
09/2008	68995	16
10/2008	68992	1074
10/2008	68993	2088
10/2008	68994	25627
10/2008	68995	63
11/2008	68993	1454
11/2008	68994	4690
11/2008	68999	23
12/2008	68994	5374
01/2009	68993	450
01/2009	68994	9470
02/2009	68993	552
02/2009	68994	650
02/2009	68995	10
03/2009	68994	2916
04/2009	68993	1802
04/2009	68994	752
06/2009	68994	2314
07/2009	68994	8120
08/2009	68994	20789
08/2009	68995	5
09/2009	68994	24189
09/2009	68999	2214
10/2009	68994	2111
11/2009	68994	6989
12/2009	68992	2691
12/2009	68993	595
12/2009	68994	2287
12/2009	68995	9
01/2010	68994	1866
01/2010	68995	0
02/2010	68993	2607
02/2010	68994	1641
02/2010	68995	6
03/2010	68993	3930
03/2010	68994	2782
03/2010	68995	5
03/2010	68999	10
04/2010	68992	1237
04/2010	68994	227
04/2010	68995	9
04/2010	68999	7
05/2010	68992	3163
05/2010	68994	4153
05/2010	68995	9
05/2010	68999	14
06/2010	68994	2587
06/2010	68995	259
07/2010	68993	3821
07/2010	68994	366
08/2010	68992	1522
08/2010	68995	14
09/2010	68994	1894
09/2010	68995	16
10/2010	68993	27
10/2010	68994	306
10/2010	68995	11
11/2010	68994	1462
11/2010	68995	11
12/2010	68992	434
12/2010	68994	11513
01/2011	68992	397
01/2011	68993	289
01/2011	68994	456
01/2011	68998	254
02/2011	68993	5014
02/2011	68994	6901
03/2011	68994	106
03/2011	68995	8
03/2011	68999	141
04/2011	68994	498
04/2011	68995	5
05/2011	68992	3112
05/2011	68994	6764
05/2011	68995	7
06/2011	68994	202
06/2011	68995	8
06/2011	68999	0
08/2011	68995	3
08/2011	68999	137
09/2011	68993	267
09/2011	68994	3382
09/2011	68995	5
09/2011	68999	0
10/2011	68994	1303
10/2011	68995	57
11/2011	68994	357
11/2011	68995	252
12/2011	68993	4256
12/2011	68994	68
12/2011	68995	33
12/2011	68999	13
01/2012	68992	7732
