obdobi	kod	cena
01/2001	05647	6
02/2001	05647	64
03/2001	05647	132
01/2003	05646	6
06/2005	05645	3
02/2007	05642	541
03/2007	05642	545
04/2007	05642	542
05/2007	05642	558
07/2007	05642	580
10/2007	05642	569
02/2009	05641	2
01/2010	05641	22
01/2010	05647	31
02/2010	05641	24
02/2010	05647	24
03/2010	05641	34
03/2010	05647	23
04/2010	05641	18
04/2010	05647	98
05/2010	05647	60
06/2010	05641	67
06/2010	05647	67
07/2010	05641	28
07/2010	05647	18
08/2010	05641	19
08/2010	05647	23
09/2010	05641	58
10/2010	05641	61
11/2010	05641	19
12/2010	05641	72
01/2011	05641	48
02/2011	05641	23
03/2011	05641	59
04/2011	05641	11
05/2011	05641	86
05/2011	05646	113
07/2011	05641	16
03/2012	05646	3
04/2012	05641	4
03/2013	05641	70
10/2013	05648	139
02/2014	05648	149
07/2014	05646	223
08/2014	05646	44
08/2014	05648	159
